customerID,SeniorCitizen,tenure,MultipleLines,InternetService,TechSupport,Contract,MonthlyCharges,TotalCharges,Churn,StreamersWithTechSupport,Safer,Family,OnlinePayment,All,ExpectedRechargeTimes,MonthlyChargesBin
5439-WIKXB,1,41,0,0,0,1,94.55,3851.45,0,1,0,0,1,0,41.0,1
0787-LHDYT,0,16,0,2,0,1,20.6,330.25,0,0,0,0,0,0,16.0,0
3992-YWPKO,0,6,1,0,1,1,109.9,669.45,1,1,0,0,0,0,6.0,1
8699-ASUFO,1,7,1,0,0,1,74.4,527.9,1,0,0,0,0,0,7.0,1
7089-IVVAZ,0,8,1,0,1,1,103.35,847.3,1,1,0,0,0,0,8.0,1
3389-YGYAI,1,8,1,0,0,1,105.5,829.55,1,1,0,0,1,0,8.0,1
2265-CYWIV,1,4,1,0,0,1,99.6,347.65,1,1,0,0,1,0,4.0,1
5539-TMZLF,1,1,0,0,0,1,69.75,69.75,1,0,0,0,1,0,1.0,0
4220-TINQT,0,61,1,0,1,1,106.35,6751.35,0,1,0,0,1,0,61.0,1
5307-DZCVC,1,32,1,0,0,1,85.95,2628.6,1,1,0,0,0,0,32.0,1
0640-YJTPY,0,72,0,2,0,24,21.0,1493.75,0,0,0,1,0,0,3.0,0
4770-QAZXN,0,13,0,2,0,1,19.45,232.1,0,0,0,0,0,0,13.0,0
2908-WGAXL,0,56,1,2,0,24,24.95,1468.9,0,0,0,1,0,0,2.3333333333333335,0
1682-VCOIO,0,23,0,2,0,12,20.45,481.1,0,0,0,0,0,0,1.9166666666666667,0
7353-YOWFP,0,7,0,2,0,12,20.25,129.15,0,0,0,0,0,0,0.5833333333333334,0
1626-ERCMM,1,20,1,0,0,1,94.55,1899.65,1,1,0,0,1,0,20.0,1
0564-MUUQK,0,20,1,0,1,1,95.5,1916.2,0,1,0,1,0,0,20.0,1
6008-NAIXK,1,54,0,1,0,12,55.45,2966.95,0,1,0,0,1,0,4.5,0
2192-CKRLV,0,72,0,1,0,24,49.2,3580.95,0,1,1,0,1,0,3.0,0
8908-SLFCJ,0,21,0,2,0,24,20.85,435.25,0,0,0,0,0,0,0.875,0
5117-ZSMHQ,0,71,1,1,1,24,89.9,6342.7,0,1,1,1,0,1,2.9583333333333335,1
9558-IHEZX,0,71,1,0,0,24,106.75,7283.25,0,1,1,0,0,0,2.9583333333333335,1
3612-YUNGG,0,64,1,0,1,24,109.2,6741.15,0,1,0,1,0,0,2.6666666666666665,1
3580-HYCSP,0,72,1,0,0,24,110.3,7966.9,0,1,1,1,0,1,3.0,0
6173-GOLSU,1,67,1,0,0,1,94.65,6079.0,0,1,0,0,0,0,67.0,1
3374-LXDEV,0,13,1,0,1,1,89.4,1132.35,1,0,0,0,0,0,13.0,1
3378-AJRAO,0,44,1,2,0,12,24.85,1013.6,0,0,0,1,0,0,3.6666666666666665,0
6439-GTPCA,0,45,1,0,1,1,87.25,3941.7,1,0,0,0,1,0,45.0,1
1707-HABPF,1,46,0,0,0,12,91.3,4126.35,0,1,0,0,0,0,3.8333333333333335,1
8356-WUAOJ,0,1,0,1,0,1,45.0,45.0,0,0,0,0,1,0,1.0,0
3900-AQPHZ,0,1,0,2,0,1,19.9,19.9,1,0,0,0,0,0,1.0,0
8922-NPKBJ,0,42,0,2,0,24,19.35,867.3,0,0,0,1,0,0,1.75,0
3198-VELRD,0,3,1,0,0,1,84.75,264.85,1,1,0,1,0,0,3.0,1
6950-TWMYB,0,54,0,0,1,24,79.95,4362.05,0,0,0,1,0,0,2.25,1
8053-WWDRO,0,6,0,2,0,1,19.5,146.3,1,0,0,0,0,0,6.0,0
9039-ZVJDC,0,3,0,2,0,1,19.1,53.05,0,0,0,0,0,0,3.0,0
7130-CTCUS,1,16,0,1,0,1,54.55,825.1,0,0,0,0,0,0,16.0,0
3967-KXAPS,0,72,1,1,1,24,92.3,6719.9,0,1,1,0,0,0,3.0,1
2260-USTRB,1,2,0,0,0,1,70.2,115.95,1,0,0,0,0,0,2.0,1
9711-FJTBX,0,56,0,0,1,12,85.85,4793.8,0,0,0,1,0,0,4.666666666666667,1
3034-ZBEQN,0,48,0,1,0,12,34.7,1604.5,1,0,0,0,0,0,4.0,0
5647-FXOTP,1,60,1,0,0,1,105.9,6401.25,0,1,0,0,1,0,60.0,1
3566-VVORZ,0,12,0,1,0,1,45.9,505.95,0,0,0,0,0,0,12.0,0
6400-BWQKW,0,6,1,0,0,1,79.05,434.5,1,0,0,0,1,0,6.0,1
2480-SQIOB,0,4,0,1,0,1,44.8,169.65,0,0,0,1,0,0,4.0,0
9462-MJUAW,0,4,1,1,0,1,50.4,206.6,1,0,0,0,0,0,4.0,0
0565-JUPYD,0,63,1,0,1,12,104.5,6590.8,0,1,1,0,0,0,5.25,1
7011-CVEUC,0,25,0,0,1,1,95.7,2338.35,0,1,0,0,0,0,25.0,1
2233-FAGXV,0,5,1,2,0,1,24.3,132.25,0,0,0,1,0,0,5.0,0
4373-VVHQL,0,1,0,1,0,1,44.75,44.75,0,0,0,0,1,0,1.0,0
4981-FLTMF,0,57,1,1,1,1,65.2,3687.85,0,0,0,1,0,0,57.0,0
2155-AMQRX,0,28,1,1,1,1,54.9,1505.15,0,0,0,0,0,0,28.0,0
9351-LZYGF,0,42,1,1,1,1,66.4,2727.8,0,0,0,0,0,0,42.0,0
5136-GFPMB,0,54,1,0,0,1,89.4,4869.5,0,1,0,0,0,0,54.0,1
1304-SEGFY,0,72,1,0,0,24,97.85,6841.3,0,1,0,0,1,0,3.0,1
9372-TXXPS,0,60,0,1,1,24,59.85,3483.45,0,0,0,0,0,0,2.5,0
1131-QQZEB,1,71,1,2,0,24,23.95,1756.2,0,0,0,0,0,0,2.9583333333333335,0
3935-TBRZZ,0,44,1,2,0,12,25.7,1110.5,0,0,0,1,0,0,3.6666666666666665,0
0568-ONFPC,0,5,1,2,0,1,25.9,135.0,1,0,0,1,0,0,5.0,0
6870-ZWMNX,0,70,1,1,1,24,76.1,5264.25,0,1,0,0,0,0,2.9166666666666665,1
9600-NAXZN,0,43,1,0,0,1,101.4,4528.0,1,1,0,0,1,0,43.0,1
0196-JTUQI,0,9,1,0,0,1,75.2,633.85,0,0,0,0,0,0,9.0,1
2642-MAWLJ,0,36,0,2,0,24,20.25,717.95,0,0,0,1,0,0,1.5,0
4955-VCWBI,0,43,0,2,0,12,20.0,817.95,0,0,0,1,0,0,3.5833333333333335,0
2242-MFOTG,0,33,1,0,0,12,80.1,2603.3,0,0,0,0,0,0,2.75,1
3627-FCRDW,0,9,0,0,0,1,71.0,672.55,1,0,0,0,0,0,9.0,1
2077-MPJQO,1,7,1,0,0,1,75.4,533.05,0,0,0,0,1,0,7.0,1
8024-XNAFQ,1,72,1,0,1,24,107.4,7748.75,0,1,1,0,0,0,3.0,1
3160-TYXLT,0,53,0,1,0,1,46.3,2546.85,0,1,0,0,0,0,53.0,0
3612-YVGSJ,0,71,1,2,0,24,24.45,1681.6,0,0,0,0,0,0,2.9583333333333335,0
9136-ALYBR,0,1,0,1,0,1,24.45,24.45,1,0,0,0,0,0,1.0,0
4526-ZJJTM,1,25,0,0,0,1,88.4,2191.15,0,1,0,0,0,0,25.0,1
8388-FYNPZ,0,4,0,1,0,1,56.75,245.15,0,0,0,0,0,0,4.0,0
7774-OJSXI,0,31,1,0,0,12,103.45,3066.45,1,1,0,0,1,0,2.5833333333333335,1
3733-UOCWF,1,61,1,0,1,12,85.55,5251.75,0,0,0,0,0,0,5.083333333333333,1
6794-HKIAJ,0,62,1,0,0,1,90.7,5586.45,0,0,1,0,0,0,62.0,1
8661-BOYNW,0,72,1,1,1,24,84.4,6096.45,0,1,0,0,0,0,3.0,1
9381-NDKME,1,24,0,1,0,1,40.65,933.3,1,1,0,0,0,0,24.0,0
1845-ZLLIG,0,1,0,1,0,1,50.15,50.15,0,0,0,0,0,0,1.0,0
5934-TSSAU,0,23,0,0,0,1,75.3,1702.9,0,0,0,1,0,0,23.0,1
6230-BSUXY,1,1,0,0,0,1,85.0,85.0,1,1,0,0,1,0,1.0,1
8580-QVLOC,1,72,1,1,1,24,92.45,6440.25,1,1,1,1,0,1,3.0,1
4795-UXVCJ,0,26,0,2,0,12,19.8,457.3,0,0,0,0,0,0,2.1666666666666665,0
6961-MJKBO,0,47,0,2,0,24,20.45,943.0,0,0,0,0,0,0,1.9583333333333333,0
3765-JXVKY,0,1,0,0,0,1,74.7,74.7,1,0,0,0,1,0,1.0,1
0282-NVSJS,1,12,0,1,1,1,29.3,355.9,0,0,0,1,0,0,12.0,0
7446-YPODE,1,11,1,1,0,1,60.25,662.95,0,0,0,0,0,0,11.0,0
7629-WIXZF,0,7,0,1,0,12,59.1,369.25,0,1,0,0,1,0,0.5833333333333334,0
7665-NKLAV,0,36,0,1,1,24,40.65,1547.35,0,0,0,1,0,0,1.5,0
2027-OAQQC,0,43,0,1,0,1,49.05,2076.2,1,1,0,0,0,0,43.0,0
2320-JRSDE,0,1,0,2,0,1,19.9,19.9,1,0,0,1,1,0,1.0,0
1309-BXVOQ,0,21,1,0,1,1,106.1,2249.95,1,1,0,0,1,0,21.0,1
7520-HQWJU,0,66,1,1,0,1,67.45,4508.65,0,0,1,1,0,0,66.0,0
9888-ZCUMM,0,64,0,1,1,24,60.05,3845.45,0,1,0,1,0,0,2.6666666666666665,0
2884-GBPFB,0,35,0,0,0,1,70.3,2416.55,1,0,0,0,1,0,35.0,1
7945-HLKEA,0,60,1,1,1,12,64.75,4039.5,0,0,0,0,0,0,5.0,0
8648-PFRMP,1,14,0,1,0,1,46.35,672.7,0,1,0,0,1,0,14.0,0
8041-TMEID,1,63,1,0,0,24,108.5,6991.9,0,1,1,0,0,0,2.625,1
8280-MQRQN,0,1,0,1,0,1,50.45,50.45,1,0,0,0,0,0,1.0,0
7964-YESJC,0,24,1,1,0,1,66.3,1559.45,0,0,1,0,0,0,24.0,0
7675-OZCZG,1,3,0,1,0,1,45.0,127.1,1,0,0,0,0,0,3.0,0
3786-WOVKF,1,72,1,0,0,12,106.85,7677.4,0,1,0,0,0,0,6.0,1
2325-NBPZG,0,3,0,0,0,1,74.55,233.65,0,0,0,0,1,0,3.0,1
9894-QMIMJ,0,23,0,1,0,12,55.8,1327.85,0,0,0,0,0,0,1.9166666666666667,0
5442-XSDCW,0,11,0,0,0,1,79.5,868.5,1,1,0,1,0,0,11.0,1
9221-OTIVJ,1,14,1,0,0,1,104.85,1531.4,1,1,0,0,1,0,14.0,1
8780-IHCRN,0,63,1,2,0,24,24.65,1574.5,0,0,0,1,0,0,2.625,0
5577-OTWWW,0,15,0,2,0,1,19.75,297.3,1,0,0,0,0,0,15.0,0
9581-GVBXT,0,59,0,1,0,12,34.8,1980.3,0,0,0,1,0,0,4.916666666666667,0
6429-SHBCB,0,19,1,1,0,1,69.6,1394.55,0,1,0,0,0,0,19.0,0
9838-BFCQT,0,72,1,2,0,24,26.1,1851.45,0,0,0,1,0,0,3.0,0
4749-VFKVB,0,1,1,1,0,1,50.1,50.1,1,0,0,0,0,0,1.0,0
5650-YLIBA,0,31,1,0,0,1,81.15,2640.55,0,0,0,0,1,0,31.0,1
1508-DFXCU,0,12,0,0,0,1,81.45,912.0,0,1,0,0,1,0,12.0,1
6956-SMUCM,0,3,0,0,0,1,99.0,287.4,1,1,0,0,0,0,3.0,1
5708-EVONK,0,58,1,0,0,1,93.4,5435.6,1,1,0,1,0,0,58.0,1
6922-NCEDI,0,56,0,2,0,12,21.2,1238.65,0,0,0,0,0,0,4.666666666666667,0
9924-JPRMC,0,72,1,0,1,24,118.2,8547.15,0,1,1,0,1,0,3.0,0
9633-XQABV,0,3,0,0,0,1,70.25,229.7,0,0,0,0,1,0,3.0,1
8203-XJZRC,0,1,0,2,0,1,20.25,20.25,0,0,0,0,0,0,1.0,0
0135-NMXAP,0,12,1,0,0,1,89.75,1052.4,1,1,0,0,0,0,12.0,1
0023-XUOPT,0,13,1,0,0,1,94.1,1215.6,1,1,0,0,0,0,13.0,1
8039-ACLPL,0,72,0,1,0,24,68.75,4888.2,0,1,1,1,0,1,3.0,0
0040-HALCW,0,54,0,2,0,24,20.4,1090.6,0,0,0,1,0,0,2.25,0
5366-OBVMR,0,18,0,1,1,1,50.3,908.75,0,0,0,0,0,0,18.0,0
4355-CVPVS,0,56,0,0,0,12,88.9,4968.0,0,1,0,1,0,0,4.666666666666667,1
9430-FRQOC,0,4,1,0,1,1,87.1,341.45,1,0,0,0,0,0,4.0,1
5288-AHOUP,1,11,0,0,0,1,78.5,874.2,0,1,0,0,1,0,11.0,1
4840-ORQXB,1,56,1,0,0,1,104.75,5841.35,0,1,0,0,0,0,56.0,1
2676-OXPPQ,0,6,0,1,0,1,55.7,335.65,0,0,0,0,0,0,6.0,0
1591-MQJTP,1,51,1,0,0,12,93.65,4839.15,0,1,0,0,0,0,4.25,1
4986-MXSFP,0,2,0,2,0,1,20.0,40.9,0,0,0,0,0,0,2.0,0
3806-YAZOV,0,3,0,2,0,1,18.8,56.0,0,0,0,0,0,0,3.0,0
9050-QLROH,0,18,1,0,0,1,90.7,1597.25,1,1,0,0,0,0,18.0,1
1197-BVMVG,1,4,1,0,0,1,74.45,294.45,0,0,0,0,1,0,4.0,1
5642-MHDQT,0,53,0,2,0,12,19.85,1039.45,0,0,0,1,0,0,4.416666666666667,0
1087-UDSIH,0,3,0,2,0,1,19.6,59.75,1,0,0,0,0,0,3.0,0
3791-LGQCY,1,56,1,0,0,1,100.65,5688.05,1,1,0,0,0,0,56.0,1
9385-EHGDO,0,35,0,2,0,24,19.85,739.35,0,0,0,1,0,0,1.4583333333333333,0
1635-FJFCC,0,5,0,1,0,1,44.05,202.15,0,0,0,0,0,0,5.0,0
7552-KEYGT,0,27,0,2,0,24,19.55,520.55,0,0,0,0,0,0,1.125,0
5567-GZKQY,0,58,0,2,0,24,20.3,1131.5,0,0,0,0,0,0,2.4166666666666665,0
4957-SREEC,0,70,0,2,0,24,20.35,1458.1,0,0,0,1,0,0,2.9166666666666665,0
0440-MOGPM,0,41,1,1,0,12,80.55,3263.9,0,1,0,0,1,0,3.4166666666666665,1
7758-XKCBS,0,15,0,1,1,1,29.7,438.25,1,0,0,0,1,0,15.0,0
9805-FILKB,0,46,0,2,0,12,20.2,845.6,0,0,0,1,0,0,3.8333333333333335,0
0390-DCFDQ,1,1,0,0,0,1,70.45,70.45,1,0,0,0,0,0,1.0,1
7017-VFHAY,0,61,1,0,1,24,115.1,7008.15,0,1,1,1,0,1,2.5416666666666665,0
4503-BDXBD,0,11,0,0,0,1,74.95,815.5,1,0,0,0,0,0,11.0,1
7268-IGMFD,1,18,1,0,1,1,93.9,1743.9,0,1,0,0,0,0,18.0,1
2550-AEVRU,0,57,0,1,0,12,53.45,3053.0,0,0,0,1,0,0,4.75,0
2091-GPPIQ,0,72,1,1,1,24,78.95,5730.15,0,1,0,1,1,0,3.0,1
7398-HPYZQ,0,71,1,1,1,24,90.55,6404.0,0,1,1,0,0,0,2.9583333333333335,1
7669-LCRSD,0,12,0,1,0,1,56.3,628.65,0,1,0,1,0,0,12.0,0
2774-LVQUS,1,15,1,0,1,1,83.05,1258.3,1,0,0,0,1,0,15.0,1
5583-SXDAG,0,1,0,0,0,1,70.0,70.0,1,0,0,0,0,0,1.0,1
6586-PSJOX,0,15,0,1,1,12,55.2,864.55,0,0,0,0,0,0,1.25,0
1194-BHJYC,0,61,0,1,1,24,62.15,3778.85,0,1,0,0,0,0,2.5416666666666665,0
1998-VHJHK,0,27,0,2,0,12,19.15,501.35,0,0,0,0,0,0,2.25,0
6765-MBQNU,0,26,1,2,0,12,26.0,684.05,0,0,0,0,0,0,2.1666666666666665,0
5839-SUYVZ,0,16,0,0,1,1,74.55,1170.5,0,0,0,0,0,0,16.0,1
9938-PRCVK,0,41,0,2,0,24,19.7,804.25,0,0,0,1,0,0,1.7083333333333333,0
7599-FKVXZ,0,42,1,0,1,1,106.15,4512.7,1,1,0,0,0,0,42.0,1
0373-AIVNJ,0,9,0,1,0,12,39.55,373.0,0,0,1,0,0,0,0.75,0
7641-TQFHN,0,39,1,0,1,24,100.55,3895.35,0,1,0,0,0,0,1.625,1
9644-UMGQA,0,6,0,1,0,1,49.15,295.65,0,0,0,1,1,0,6.0,0
5996-EBTKM,0,67,1,1,1,24,69.9,4615.9,0,1,0,1,0,0,2.7916666666666665,0
5144-TVGLP,1,38,1,0,0,1,94.75,3653.0,0,1,0,0,0,0,38.0,1
3148-BLQJT,0,1,0,2,0,1,20.1,20.1,1,0,0,0,0,0,1.0,0
1963-SVUCV,0,1,0,1,0,1,45.3,45.3,1,0,0,0,0,0,1.0,0
7698-YFGEZ,0,1,0,2,0,1,20.0,20.0,0,0,0,0,0,0,1.0,0
9079-YEXQJ,0,54,1,0,1,1,111.1,6014.85,1,1,0,0,0,0,54.0,0
6974-DAFLI,0,55,0,2,0,12,19.7,1140.05,0,0,0,0,0,0,4.583333333333333,0
2400-XIWIO,0,71,1,1,1,24,90.1,6310.9,0,1,1,0,0,0,2.9583333333333335,1
8167-GJLRN,0,3,0,1,1,1,30.4,82.15,0,0,0,0,0,0,3.0,0
3082-YVEKW,0,23,1,1,1,24,77.15,1759.4,0,1,0,1,0,0,0.9583333333333334,1
7284-BUYEC,0,5,0,1,0,1,50.95,229.4,0,1,0,0,0,0,5.0,0
5261-QSHQM,0,4,0,1,0,1,24.45,86.6,1,0,0,0,1,0,4.0,0
8957-THMOA,0,50,0,2,0,24,20.15,970.85,0,0,0,0,0,0,2.0833333333333335,0
3645-DEYGF,0,1,0,2,0,1,20.75,20.75,0,0,0,0,0,0,1.0,0
2876-VBBBL,0,1,0,2,0,1,20.25,20.25,1,0,0,0,0,0,1.0,0
7706-YLMQA,0,70,0,2,0,12,19.7,1341.5,0,0,0,0,0,0,5.833333333333333,0
9067-SQTNS,0,44,0,2,0,12,20.6,926.0,0,0,0,1,0,0,3.6666666666666665,0
2150-OEGBV,0,27,0,2,0,12,20.1,562.6,0,0,0,0,0,0,2.25,0
7995-ZHHNZ,0,42,1,1,0,12,56.1,2386.85,0,0,0,0,0,0,3.5,0
2612-RANWT,0,12,1,0,0,1,100.15,1164.3,1,1,0,0,0,0,12.0,1
4979-HPRFL,0,56,1,2,0,24,24.15,1402.25,0,0,0,1,0,0,2.3333333333333335,0
2292-XQWSV,0,40,0,1,1,12,60.3,2448.5,0,1,0,1,0,0,3.3333333333333335,0
6115-ZTBFQ,0,72,0,1,1,24,65.5,4919.7,0,1,1,0,0,0,3.0,0
8201-AAXCB,0,25,1,1,0,1,60.35,1404.65,0,1,0,1,0,0,25.0,0
4291-SHSBH,0,7,0,0,0,1,69.55,521.35,0,0,0,0,1,0,7.0,0
3985-HOYPM,0,26,0,2,0,12,19.4,525.55,0,0,0,0,0,0,2.1666666666666665,0
8631-NBHFZ,1,66,1,1,1,24,79.4,5154.6,1,1,1,1,0,1,2.75,1
9385-NXKDA,0,72,1,1,0,24,82.65,5919.35,0,1,1,0,0,0,3.0,1
7572-KPVKK,0,62,1,0,1,24,104.05,6590.5,0,1,0,0,1,0,2.5833333333333335,1
9734-UYXQI,0,2,1,1,0,1,49.4,106.55,1,0,0,0,1,0,2.0,0
8722-PRFDV,0,71,0,1,0,24,77.55,5574.35,0,1,0,1,0,0,2.9583333333333335,1
5777-KJIRB,0,40,0,1,0,12,50.25,2023.55,0,0,0,0,0,0,3.3333333333333335,0
4817-QRJSX,0,10,1,0,0,1,81.0,818.05,1,0,0,0,0,0,10.0,1
0195-IESCP,0,10,1,0,0,1,85.25,855.3,1,1,0,0,1,0,10.0,1
4751-ERMAN,0,72,0,1,0,24,75.4,5480.25,0,1,0,1,0,0,3.0,1
0137-UDEUO,0,3,0,2,0,1,19.85,63.75,1,0,0,0,0,0,3.0,0
6339-RZCBJ,0,48,0,1,1,24,78.9,3771.5,0,1,0,0,0,0,2.0,1
8570-KLJYJ,0,36,1,1,0,12,54.45,1893.5,0,0,0,0,0,0,3.0,0
5443-SCMKX,0,58,1,0,0,12,94.3,5610.15,0,1,0,0,1,0,4.833333333333333,1
8413-YNHNV,0,69,1,1,1,24,90.65,6322.1,0,1,1,0,0,0,2.875,1
0602-DDUML,0,57,0,1,1,24,69.75,3894.4,0,1,0,0,0,0,2.375,0
1792-UXAFY,1,17,0,0,0,1,89.15,1496.9,1,1,0,0,1,0,17.0,1
3209-ZPKFI,0,47,1,1,0,1,54.25,2538.2,0,0,0,1,0,0,47.0,0
6509-TSGWN,0,37,1,2,0,1,26.45,911.6,0,0,0,1,0,0,37.0,0
2250-IVBWA,0,64,0,0,0,1,81.05,5135.35,0,0,0,1,0,0,64.0,1
4811-JBUVU,0,30,1,0,1,1,89.9,2723.15,0,1,0,0,0,0,30.0,1
0436-TWFFZ,0,67,1,1,1,24,85.25,5714.2,0,1,0,0,0,0,2.7916666666666665,1
4890-VMUAV,0,63,1,1,1,12,71.5,4576.3,0,0,1,0,0,0,5.25,1
1468-DEFNC,1,64,1,2,0,24,24.4,1548.65,0,0,0,1,0,0,2.6666666666666665,0
2073-QBVBI,0,41,0,1,1,12,35.45,1391.65,0,0,0,0,0,0,3.4166666666666665,0
1088-CNNKB,0,63,1,1,1,12,80.0,5040.2,0,1,1,0,0,0,5.25,1
9629-NHXFW,0,1,0,2,0,1,19.4,19.4,0,0,0,1,0,0,1.0,0
1544-JJMYL,0,27,0,1,1,12,69.35,1927.3,0,1,0,0,0,0,2.25,0
0619-OLYUR,0,72,1,0,1,24,111.9,8071.05,0,1,0,0,0,0,3.0,0
3199-XGZCY,0,8,1,0,0,1,75.25,576.7,0,0,0,0,1,0,8.0,1
6648-INWPS,0,16,0,2,0,1,20.15,341.35,0,0,0,1,0,0,16.0,0
9327-QSDED,0,8,0,1,0,1,43.55,335.4,0,0,0,0,0,0,8.0,0
1043-YCUTE,0,56,1,2,0,24,25.15,1327.15,1,0,0,0,0,0,2.3333333333333335,0
6100-QQHEB,0,17,1,0,0,1,92.55,1515.1,1,1,0,1,1,0,17.0,1
8109-YUOHE,0,17,0,1,0,12,56.1,946.95,0,0,0,0,0,0,1.4166666666666667,0
3509-GWQGF,1,24,0,0,0,1,70.0,1732.6,0,0,0,0,0,0,24.0,1
1184-PJVDB,0,10,0,0,0,1,79.95,857.2,1,1,0,0,1,0,10.0,1
9702-AIUJO,0,50,0,1,0,12,44.8,2230.85,0,0,0,1,0,0,4.166666666666667,0
6060-QBMGV,0,70,0,2,0,24,19.85,1433.8,0,0,0,0,0,0,2.9166666666666665,0
4829-AUOAX,0,46,1,0,0,1,96.05,4399.5,1,1,0,0,0,0,46.0,1
0899-LIIBW,0,34,1,0,0,1,100.85,3527.3,0,1,0,0,0,0,34.0,1
2845-KDHVX,0,64,0,1,1,24,68.3,4378.8,0,1,0,0,0,0,2.6666666666666665,0
7580-UGXNC,1,2,0,1,0,1,54.85,104.2,1,0,0,0,0,0,2.0,0
5678-VFNEQ,0,71,1,0,0,12,104.1,7412.25,0,1,0,0,0,0,5.916666666666667,1
1075-BGWOH,1,16,1,0,0,1,98.75,1587.55,1,1,0,0,1,0,16.0,1
0531-ZZJWQ,1,55,1,0,0,1,74.0,4052.4,0,0,0,0,1,0,55.0,1
3223-DWFIO,1,4,0,0,0,1,69.35,261.65,0,0,0,0,0,0,4.0,0
4189-NAKJS,0,26,1,1,0,12,51.55,1295.4,0,0,0,0,0,0,2.1666666666666665,0
5564-NEMQO,1,1,0,0,0,1,75.3,75.3,1,0,0,0,0,0,1.0,1
6484-LATFU,0,68,1,2,0,24,24.55,1657.4,0,0,0,0,0,0,2.8333333333333335,0
5569-OUICF,1,28,1,0,1,1,101.3,2812.2,1,1,0,0,0,0,28.0,1
0248-IPDFW,0,1,1,1,0,1,50.1,50.1,0,0,0,0,1,0,1.0,0
7605-BDWDC,0,31,0,1,1,24,49.85,1520.1,0,1,0,0,0,0,1.2916666666666667,0
9237-HQITU,0,2,0,0,0,1,70.7,151.65,1,0,0,0,1,0,2.0,1
2430-RRYUW,0,66,0,1,0,12,54.8,3465.7,0,0,0,0,0,0,5.5,0
8265-HKSOW,0,72,1,0,1,24,107.45,7658.3,0,1,1,1,0,1,3.0,1
5781-BKHOP,0,72,1,0,0,24,100.65,7334.05,0,1,1,0,0,0,3.0,1
2834-JRTUA,0,71,1,0,1,24,108.05,7532.15,1,1,0,0,1,0,2.9583333333333335,1
8802-UNOJF,1,12,0,0,1,1,83.8,1029.75,1,0,0,0,0,0,12.0,1
5183-SNMJQ,0,10,0,0,1,1,95.1,865.1,0,1,0,0,0,0,10.0,1
9031-ZVQPT,0,72,1,0,1,24,108.2,7840.6,0,1,0,0,1,0,3.0,1
1791-PQHBB,0,2,0,1,0,1,61.2,125.95,0,1,0,0,0,0,2.0,0
9415-ZNBSX,0,70,1,1,1,24,89.0,6293.2,0,1,1,1,0,1,2.9166666666666665,1
9699-UBQFS,1,43,1,0,0,1,94.5,4156.8,0,1,0,0,1,0,43.0,1
8701-DGLVH,0,51,0,2,0,24,20.45,1042.65,0,0,0,0,0,0,2.125,0
2167-FQSTQ,0,72,1,1,1,24,92.4,6786.1,0,1,1,0,1,0,3.0,1
7517-SAWMO,0,19,0,0,0,1,73.2,1441.1,1,0,0,0,1,0,19.0,1
1320-HTRDR,0,3,1,0,0,1,75.5,220.6,1,0,0,0,1,0,3.0,1
9945-PSVIP,0,25,0,2,0,24,18.7,383.65,0,0,0,1,0,0,1.0416666666666667,0
1910-FMXJM,0,36,0,0,0,1,80.4,2937.65,0,1,0,0,0,0,36.0,1
4186-ZBUEW,0,36,1,1,1,12,70.7,2511.95,0,1,0,0,0,0,3.0,1
0769-MURVM,0,72,0,1,1,24,65.7,4575.35,0,1,1,1,0,1,3.0,0
2696-NARTR,0,11,0,0,1,1,73.85,926.25,1,0,0,0,1,0,11.0,1
8474-UMLNT,0,13,0,1,1,1,67.8,842.25,0,1,0,0,0,0,13.0,0
8034-RYTVV,0,55,1,0,0,12,84.25,4589.85,0,0,0,0,0,0,4.583333333333333,1
1984-GPTEH,0,29,1,2,0,1,25.15,702.0,0,0,0,0,0,0,29.0,0
1399-UBQIU,0,11,0,1,0,1,69.35,712.25,0,1,0,0,1,0,11.0,0
7493-TPUWZ,0,1,1,0,0,1,79.15,79.15,1,0,0,0,1,0,1.0,1
2535-PBCGC,0,70,0,1,1,24,64.55,4504.9,0,1,1,0,0,0,2.9166666666666665,0
3398-FSHON,1,12,1,0,0,1,91.3,1094.5,1,1,0,0,1,0,12.0,1
6729-GDNGC,1,20,0,0,0,1,80.7,1614.2,0,1,0,0,0,0,20.0,1
1810-BOHSY,0,51,1,0,0,12,96.4,4911.05,0,1,0,0,0,0,4.25,1
8414-MYSHR,1,5,0,0,0,1,91.4,449.75,1,1,0,0,1,0,5.0,1
7067-KSAZT,1,65,1,0,0,12,106.25,6979.8,1,1,0,0,1,0,5.416666666666667,1
1732-FEKLD,0,54,1,0,0,12,94.75,5121.75,0,1,0,0,0,0,4.5,1
7305-ZWMAJ,0,30,0,2,0,12,20.7,587.1,0,0,0,0,0,0,2.5,0
1915-OAKWD,0,16,0,2,0,12,19.3,360.35,0,0,0,0,0,0,1.3333333333333333,0
6166-YIPFO,0,72,0,1,1,24,64.7,4746.05,0,1,1,0,1,0,3.0,0
3280-NMUVX,0,34,0,2,0,12,19.6,678.8,0,0,0,1,0,0,2.8333333333333335,0
4257-GAESD,0,6,0,1,0,1,45.0,298.7,0,1,0,0,0,0,6.0,0
3399-BMLVW,0,51,0,1,1,24,60.5,3121.45,0,0,0,1,0,0,2.125,0
5982-PSMKW,0,23,1,1,1,24,91.1,2198.3,0,1,1,1,0,1,0.9583333333333334,1
0967-BMLBD,0,11,0,2,0,12,20.0,196.35,0,0,0,1,0,0,0.9166666666666666,0
