customerID,SeniorCitizen,tenure,MultipleLines,InternetService,TechSupport,Contract,TotalCharges,Churn,StreamersWithTechSupport,Safer,Family,OnlinePayment,All,AverageChargesBasedOnContract,MonthlyChargesBin
5366-OBVMR,0,18,0,1,1,1,908.75,0,0,0,0,0,0,50.48611,0
4355-CVPVS,0,56,0,0,0,12,4968.0,0,0,0,1,0,0,1064.5714,1
9430-FRQOC,0,4,1,0,1,1,341.45,1,0,0,0,0,0,85.3625,1
5288-AHOUP,1,11,0,0,0,1,874.2,0,0,0,0,1,0,79.472725,1
4840-ORQXB,1,56,1,0,0,1,5841.35,0,0,0,0,0,0,104.30982,1
2676-OXPPQ,0,6,0,1,0,1,335.65,0,0,0,0,0,0,55.941666,0
1591-MQJTP,1,51,1,0,0,12,4839.15,0,0,0,0,0,0,1138.6235,1
4986-MXSFP,0,2,0,2,0,1,40.9,0,0,0,0,0,0,20.45,0
3806-YAZOV,0,3,0,2,0,1,56.0,0,0,0,0,0,0,18.666666,0
9050-QLROH,0,18,1,0,0,1,1597.25,1,0,0,0,0,0,88.736115,1
1197-BVMVG,1,4,1,0,0,1,294.45,0,0,0,0,1,0,73.6125,1
5642-MHDQT,0,53,0,2,0,12,1039.45,0,0,0,1,0,0,235.34715,0
1087-UDSIH,0,3,0,2,0,1,59.75,1,0,0,0,0,0,19.916666,0
3791-LGQCY,1,56,1,0,0,1,5688.05,1,0,0,0,0,0,101.57232,1
9385-EHGDO,0,35,0,2,0,24,739.35,0,0,0,1,0,0,506.98285,0
1635-FJFCC,0,5,0,1,0,1,202.15,0,0,0,0,0,0,40.43,0
7552-KEYGT,0,27,0,2,0,24,520.55,0,0,0,0,0,0,462.7111,0
5567-GZKQY,0,58,0,2,0,24,1131.5,0,0,0,0,0,0,468.2069,0
4957-SREEC,0,70,0,2,0,24,1458.1,0,0,0,1,0,0,499.91998,0
0440-MOGPM,0,41,1,1,0,12,3263.9,0,0,0,0,1,0,955.2878,1
7758-XKCBS,0,15,0,1,1,1,438.25,1,0,0,0,1,0,29.216667,0
9805-FILKB,0,46,0,2,0,12,845.6,0,0,0,1,0,0,220.59131,0
0390-DCFDQ,1,1,0,0,0,1,70.45,1,0,0,0,0,0,70.45,1
7017-VFHAY,0,61,1,0,1,24,7008.15,0,1,1,1,0,1,2757.305,0
4503-BDXBD,0,11,0,0,0,1,815.5,1,0,0,0,0,0,74.13636,1
7268-IGMFD,1,18,1,0,1,1,1743.9,0,1,0,0,0,0,96.88333,1
2550-AEVRU,0,57,0,1,0,12,3053.0,0,0,0,1,0,0,642.7369,0
2091-GPPIQ,0,72,1,1,1,24,5730.15,0,1,0,1,1,0,1910.05,1
7398-HPYZQ,0,71,1,1,1,24,6404.0,0,1,1,0,0,0,2164.7324,1
7669-LCRSD,0,12,0,1,0,1,628.65,0,0,0,1,0,0,52.3875,0
2774-LVQUS,1,15,1,0,1,1,1258.3,1,0,0,0,1,0,83.88667,1
5583-SXDAG,0,1,0,0,0,1,70.0,1,0,0,0,0,0,70.0,1
6586-PSJOX,0,15,0,1,1,12,864.55,0,0,0,0,0,0,691.64,0
1194-BHJYC,0,61,0,1,1,24,3778.85,0,1,0,0,0,0,1486.7606,0
1998-VHJHK,0,27,0,2,0,12,501.35,0,0,0,0,0,0,222.82224,0
6765-MBQNU,0,26,1,2,0,12,684.05,0,0,0,0,0,0,315.71536,0
5839-SUYVZ,0,16,0,0,1,1,1170.5,0,0,0,0,0,0,73.15625,1
9938-PRCVK,0,41,0,2,0,24,804.25,0,0,0,1,0,0,470.78052,0
7599-FKVXZ,0,42,1,0,1,1,4512.7,1,1,0,0,0,0,107.445244,1
0373-AIVNJ,0,9,0,1,0,12,373.0,0,0,1,0,0,0,497.3333,0
7641-TQFHN,0,39,1,0,1,24,3895.35,0,1,0,0,0,0,2397.1387,1
9644-UMGQA,0,6,0,1,0,1,295.65,0,0,0,1,1,0,49.274998,0
5996-EBTKM,0,67,1,1,1,24,4615.9,0,1,0,1,0,0,1653.4567,0
5144-TVGLP,1,38,1,0,0,1,3653.0,0,0,0,0,0,0,96.13158,1
3148-BLQJT,0,1,0,2,0,1,20.1,1,0,0,0,0,0,20.1,0
1963-SVUCV,0,1,0,1,0,1,45.3,1,0,0,0,0,0,45.3,0
7698-YFGEZ,0,1,0,2,0,1,20.0,0,0,0,0,0,0,20.0,0
9079-YEXQJ,0,54,1,0,1,1,6014.85,1,1,0,0,0,0,111.386116,0
6974-DAFLI,0,55,0,2,0,12,1140.05,0,0,0,0,0,0,248.73819,0
2400-XIWIO,0,71,1,1,1,24,6310.9,0,1,1,0,0,0,2133.262,1
8167-GJLRN,0,3,0,1,1,1,82.15,0,0,0,0,0,0,27.383333,0
3082-YVEKW,0,23,1,1,1,24,1759.4,0,1,0,1,0,0,1835.8956,1
7284-BUYEC,0,5,0,1,0,1,229.4,0,0,0,0,0,0,45.879997,0
5261-QSHQM,0,4,0,1,0,1,86.6,1,0,0,0,1,0,21.65,0
8957-THMOA,0,50,0,2,0,24,970.85,0,0,0,0,0,0,466.008,0
3645-DEYGF,0,1,0,2,0,1,20.75,0,0,0,0,0,0,20.75,0
2876-VBBBL,0,1,0,2,0,1,20.25,1,0,0,0,0,0,20.25,0
7706-YLMQA,0,70,0,2,0,12,1341.5,0,0,0,0,0,0,229.97144,0
9067-SQTNS,0,44,0,2,0,12,926.0,0,0,0,1,0,0,252.54544,0
2150-OEGBV,0,27,0,2,0,12,562.6,0,0,0,0,0,0,250.04443,0
7995-ZHHNZ,0,42,1,1,0,12,2386.85,0,0,0,0,0,0,681.95715,0
2612-RANWT,0,12,1,0,0,1,1164.3,1,0,0,0,0,0,97.025,1
4979-HPRFL,0,56,1,2,0,24,1402.25,0,0,0,1,0,0,600.9643,0
2292-XQWSV,0,40,0,1,1,12,2448.5,0,1,0,1,0,0,734.55005,0
6115-ZTBFQ,0,72,0,1,1,24,4919.7,0,1,1,0,0,0,1639.9001,0
8201-AAXCB,0,25,1,1,0,1,1404.65,0,0,0,1,0,0,56.186,0
4291-SHSBH,0,7,0,0,0,1,521.35,0,0,0,0,1,0,74.47857,0
3985-HOYPM,0,26,0,2,0,12,525.55,0,0,0,0,0,0,242.56152,0
8631-NBHFZ,1,66,1,1,1,24,5154.6,1,1,1,1,0,1,1874.3999,1
9385-NXKDA,0,72,1,1,0,24,5919.35,0,0,1,0,0,0,1973.1167,1
7572-KPVKK,0,62,1,0,1,24,6590.5,0,1,0,0,1,0,2551.1611,1
9734-UYXQI,0,2,1,1,0,1,106.55,1,0,0,0,1,0,53.275,0
8722-PRFDV,0,71,0,1,0,24,5574.35,0,0,0,1,0,0,1884.2874,1
5777-KJIRB,0,40,0,1,0,12,2023.55,0,0,0,0,0,0,607.06506,0
4817-QRJSX,0,10,1,0,0,1,818.05,1,0,0,0,0,0,81.805,1
0195-IESCP,0,10,1,0,0,1,855.3,1,0,0,0,1,0,85.53,1
4751-ERMAN,0,72,0,1,0,24,5480.25,0,0,0,1,0,0,1826.75,1
0137-UDEUO,0,3,0,2,0,1,63.75,1,0,0,0,0,0,21.25,0
6339-RZCBJ,0,48,0,1,1,24,3771.5,0,1,0,0,0,0,1885.75,1
8570-KLJYJ,0,36,1,1,0,12,1893.5,0,0,0,0,0,0,631.1666,0
5443-SCMKX,0,58,1,0,0,12,5610.15,0,0,0,0,1,0,1160.7207,1
8413-YNHNV,0,69,1,1,1,24,6322.1,0,1,1,0,0,0,2198.9915,1
0602-DDUML,0,57,0,1,1,24,3894.4,0,1,0,0,0,0,1639.7473,0
1792-UXAFY,1,17,0,0,0,1,1496.9,1,0,0,0,1,0,88.05294,1
3209-ZPKFI,0,47,1,1,0,1,2538.2,0,0,0,1,0,0,54.004253,0
6509-TSGWN,0,37,1,2,0,1,911.6,0,0,0,1,0,0,24.637836,0
2250-IVBWA,0,64,0,0,0,1,5135.35,0,0,0,1,0,0,80.239845,1
4811-JBUVU,0,30,1,0,1,1,2723.15,0,1,0,0,0,0,90.77166,1
0436-TWFFZ,0,67,1,1,1,24,5714.2,0,1,0,0,0,0,2046.8777,1
4890-VMUAV,0,63,1,1,1,12,4576.3,0,0,1,0,0,0,871.67615,1
1468-DEFNC,1,64,1,2,0,24,1548.65,0,0,0,1,0,0,580.7438,0
2073-QBVBI,0,41,0,1,1,12,1391.65,0,0,0,0,0,0,407.3122,0
1088-CNNKB,0,63,1,1,1,12,5040.2,0,1,1,0,0,0,960.0382,1
9629-NHXFW,0,1,0,2,0,1,19.4,0,0,0,1,0,0,19.4,0
1544-JJMYL,0,27,0,1,1,12,1927.3,0,1,0,0,0,0,856.5778,0
0619-OLYUR,0,72,1,0,1,24,8071.05,0,1,0,0,0,0,2690.35,0
3199-XGZCY,0,8,1,0,0,1,576.7,0,0,0,0,1,0,72.0875,1
6648-INWPS,0,16,0,2,0,1,341.35,0,0,0,1,0,0,21.334375,0
9327-QSDED,0,8,0,1,0,1,335.4,0,0,0,0,0,0,41.925,0
1043-YCUTE,0,56,1,2,0,24,1327.15,1,0,0,0,0,0,568.77856,0
6100-QQHEB,0,17,1,0,0,1,1515.1,1,0,0,1,1,0,89.12353,1
8109-YUOHE,0,17,0,1,0,12,946.95,0,0,0,0,0,0,668.4353,0
3509-GWQGF,1,24,0,0,0,1,1732.6,0,0,0,0,0,0,72.191666,1
1184-PJVDB,0,10,0,0,0,1,857.2,1,0,0,0,1,0,85.72,1
9702-AIUJO,0,50,0,1,0,12,2230.85,0,0,0,1,0,0,535.404,0
6060-QBMGV,0,70,0,2,0,24,1433.8,0,0,0,0,0,0,491.58862,0
4829-AUOAX,0,46,1,0,0,1,4399.5,1,0,0,0,0,0,95.641304,1
0899-LIIBW,0,34,1,0,0,1,3527.3,0,0,0,0,0,0,103.74412,1
2845-KDHVX,0,64,0,1,1,24,4378.8,0,1,0,0,0,0,1642.0499,0
7580-UGXNC,1,2,0,1,0,1,104.2,1,0,0,0,0,0,52.1,0
5678-VFNEQ,0,71,1,0,0,12,7412.25,0,0,0,0,0,0,1252.7747,1
1075-BGWOH,1,16,1,0,0,1,1587.55,1,0,0,0,1,0,99.22188,1
0531-ZZJWQ,1,55,1,0,0,1,4052.4,0,0,0,0,1,0,73.68,1
3223-DWFIO,1,4,0,0,0,1,261.65,0,0,0,0,0,0,65.4125,0
4189-NAKJS,0,26,1,1,0,12,1295.4,0,0,0,0,0,0,597.87695,0
5564-NEMQO,1,1,0,0,0,1,75.3,1,0,0,0,0,0,75.3,1
6484-LATFU,0,68,1,2,0,24,1657.4,0,0,0,0,0,0,584.9647,0
5569-OUICF,1,28,1,0,1,1,2812.2,1,1,0,0,0,0,100.435715,1
0248-IPDFW,0,1,1,1,0,1,50.1,0,0,0,0,1,0,50.1,0
7605-BDWDC,0,31,0,1,1,24,1520.1,0,1,0,0,0,0,1176.8516,0
9237-HQITU,0,2,0,0,0,1,151.65,1,0,0,0,1,0,75.825,1
2430-RRYUW,0,66,0,1,0,12,3465.7,0,0,0,0,0,0,630.12726,0
8265-HKSOW,0,72,1,0,1,24,7658.3,0,1,1,1,0,1,2552.7666,1
5781-BKHOP,0,72,1,0,0,24,7334.05,0,0,1,0,0,0,2444.683,1
2834-JRTUA,0,71,1,0,1,24,7532.15,1,1,0,0,1,0,2546.0789,1
8802-UNOJF,1,12,0,0,1,1,1029.75,1,0,0,0,0,0,85.8125,1
5183-SNMJQ,0,10,0,0,1,1,865.1,0,1,0,0,0,0,86.509995,1
9031-ZVQPT,0,72,1,0,1,24,7840.6,0,1,0,0,1,0,2613.5334,1
1791-PQHBB,0,2,0,1,0,1,125.95,0,0,0,0,0,0,62.975,0
9415-ZNBSX,0,70,1,1,1,24,6293.2,0,1,1,1,0,1,2157.6687,1
9699-UBQFS,1,43,1,0,0,1,4156.8,0,0,0,0,1,0,96.66976,1
8701-DGLVH,0,51,0,2,0,24,1042.65,0,0,0,0,0,0,490.65884,0
2167-FQSTQ,0,72,1,1,1,24,6786.1,0,1,1,0,1,0,2262.0332,1
7517-SAWMO,0,19,0,0,0,1,1441.1,1,0,0,0,1,0,75.84737,1
1320-HTRDR,0,3,1,0,0,1,220.6,1,0,0,0,1,0,73.53333,1
9945-PSVIP,0,25,0,2,0,24,383.65,0,0,0,1,0,0,368.304,0
1910-FMXJM,0,36,0,0,0,1,2937.65,0,0,0,0,0,0,81.60139,1
4186-ZBUEW,0,36,1,1,1,12,2511.95,0,1,0,0,0,0,837.31665,1
0769-MURVM,0,72,0,1,1,24,4575.35,0,1,1,1,0,1,1525.1167,0
2696-NARTR,0,11,0,0,1,1,926.25,1,0,0,0,1,0,84.204544,1
8474-UMLNT,0,13,0,1,1,1,842.25,0,1,0,0,0,0,64.78846,0
8034-RYTVV,0,55,1,0,0,12,4589.85,0,0,0,0,0,0,1001.4219,1
1984-GPTEH,0,29,1,2,0,1,702.0,0,0,0,0,0,0,24.206896,0
1399-UBQIU,0,11,0,1,0,1,712.25,0,0,0,0,1,0,64.75,0
7493-TPUWZ,0,1,1,0,0,1,79.15,1,0,0,0,1,0,79.15,1
2535-PBCGC,0,70,0,1,1,24,4504.9,0,1,1,0,0,0,1544.5371,0
3398-FSHON,1,12,1,0,0,1,1094.5,1,0,0,0,1,0,91.208336,1
6729-GDNGC,1,20,0,0,0,1,1614.2,0,0,0,0,0,0,80.71,1
1810-BOHSY,0,51,1,0,0,12,4911.05,0,0,0,0,0,0,1155.5411,1
8414-MYSHR,1,5,0,0,0,1,449.75,1,0,0,0,1,0,89.95,1
7067-KSAZT,1,65,1,0,0,12,6979.8,1,0,0,0,1,0,1288.5785,1
1732-FEKLD,0,54,1,0,0,12,5121.75,0,0,0,0,0,0,1138.1666,1
7305-ZWMAJ,0,30,0,2,0,12,587.1,0,0,0,0,0,0,234.84,0
1915-OAKWD,0,16,0,2,0,12,360.35,0,0,0,0,0,0,270.2625,0
6166-YIPFO,0,72,0,1,1,24,4746.05,0,1,1,0,1,0,1582.0166,0
3280-NMUVX,0,34,0,2,0,12,678.8,0,0,0,1,0,0,239.57648,0
4257-GAESD,0,6,0,1,0,1,298.7,0,0,0,0,0,0,49.783337,0
3399-BMLVW,0,51,0,1,1,24,3121.45,0,0,0,1,0,0,1468.9177,0
5982-PSMKW,0,23,1,1,1,24,2198.3,0,1,1,1,0,1,2293.8784,1
0967-BMLBD,0,11,0,2,0,12,196.35,0,0,0,1,0,0,214.20001,0
7479-NITWS,0,7,1,0,0,1,631.85,1,0,0,0,0,0,90.26428,1
4632-PAOYU,0,22,0,2,0,12,433.5,0,0,0,1,0,0,236.45456,0
8946-BFWSG,0,63,1,2,0,24,1573.05,0,0,0,1,0,0,599.25714,0
4501-VCPFK,0,26,0,1,1,1,1022.5,0,0,0,0,0,0,39.326923,0
8884-ADFVN,1,7,1,0,0,1,700.85,1,0,0,0,1,0,100.12142,1
8938-UMKPI,0,47,1,0,0,1,5127.95,1,0,0,0,1,0,109.10532,1
6979-TNDEU,0,8,0,2,0,1,156.85,0,0,0,0,0,0,19.60625,0
8410-BGQXN,0,4,0,2,0,1,93.4,0,0,0,0,0,0,23.35,0
3778-FOAQW,0,24,0,2,0,12,456.85,0,0,0,0,0,0,228.42502,0
1474-JUWSM,0,58,1,1,1,12,3972.25,0,1,0,0,1,0,821.84485,0
0953-LGOVU,0,12,0,1,1,1,432.25,0,0,0,1,0,0,36.020832,0
9624-EGDEQ,0,37,0,2,0,24,813.3,0,0,0,0,0,0,527.54596,0
7243-LCGGZ,0,1,0,2,0,1,20.9,0,0,0,0,0,0,20.9,0
0952-KMEEH,0,13,1,0,0,1,1230.25,1,0,0,0,0,0,94.63461,1
3458-IDMFK,0,25,0,2,0,24,499.4,0,0,0,0,0,0,479.424,0
5897-ZYEKH,1,67,1,0,0,12,7112.15,0,0,0,0,1,0,1273.8179,1
6689-VRRTK,1,44,1,0,0,12,4860.35,0,0,1,0,0,0,1325.55,1
8999-BOHSE,1,11,0,0,0,1,1047.7,1,0,0,0,0,0,95.24545,1
2974-GGUXS,1,36,1,0,0,1,3301.05,0,0,0,0,0,0,91.69583,1
6082-GLJIX,0,18,0,2,0,1,331.35,0,0,0,0,0,0,18.408333,0
7054-DMVAS,0,54,0,1,0,24,3512.9,0,0,0,0,0,0,1561.2888,0
5453-AXEPF,0,17,1,0,0,1,1336.9,0,0,0,0,0,0,78.641174,1
4349-GFQHK,0,1,1,1,0,1,54.35,1,0,0,0,0,0,54.35,0
1934-MKPXS,0,33,0,2,0,12,620.55,0,0,0,1,0,0,225.65454,0
8495-PRWFH,1,42,1,1,0,1,2421.75,0,0,0,0,0,0,57.660713,0
9530-EHPOH,0,11,1,1,0,1,608.0,1,0,0,0,0,0,55.272728,0
8910-LEDAG,1,34,0,0,0,1,2427.35,0,0,0,0,0,0,71.39265,1
1930-WNXSB,0,58,0,0,0,1,5305.05,0,0,0,1,1,0,91.46638,1
6064-ZATLR,0,27,0,1,0,24,1498.65,0,0,0,0,0,0,1332.1334,0
3023-GFLBR,0,33,1,0,0,1,2745.7,1,0,0,1,0,0,83.203026,1
5922-ABDVO,0,19,1,0,0,1,1761.05,1,0,0,0,0,0,92.686844,1
2211-RMNHO,0,68,1,1,1,24,5560.0,0,1,0,1,0,0,1962.353,1
5569-IDSEY,0,71,1,0,0,12,7472.15,0,0,0,0,0,0,1262.8986,1
4909-JOUPP,1,72,1,0,1,24,7898.45,0,1,0,0,0,0,2632.817,1
4560-WQAQW,0,59,1,1,1,12,4070.95,0,1,0,0,0,0,827.98987,0
1261-FWTTE,1,23,0,1,0,1,768.45,0,0,0,0,0,0,33.41087,0
7396-VJUZB,0,4,0,1,0,1,155.35,0,0,0,1,0,0,38.8375,0
8690-ZVLCL,0,68,1,1,1,24,6161.9,0,1,1,1,0,1,2174.788,1
3370-GQEAL,0,30,1,0,0,1,2509.95,0,0,0,1,0,0,83.665,1
9137-UIYPG,0,35,0,0,1,1,3756.45,0,1,0,1,1,0,107.32714,1
9402-ORRAH,1,15,0,0,0,1,1400.3,0,0,0,0,1,0,93.35334,1
4616-ULAOA,0,65,1,0,1,24,7245.9,0,1,0,1,0,0,2675.4092,0
0330-IVZHA,0,5,0,0,0,1,330.15,1,0,0,0,0,0,66.03,0
1333-PBMXB,0,54,1,2,0,12,1342.15,0,0,0,1,0,0,298.25555,0
5331-RGMTT,1,54,1,0,0,1,5295.7,0,0,0,0,0,0,98.06852,1
0486-LGCCH,0,11,0,2,0,24,225.75,0,0,0,1,0,0,492.54547,0
5248-YGIJN,0,72,1,1,1,24,6369.45,0,1,1,0,0,0,2123.15,1
9018-PCIOK,0,55,0,1,0,24,3617.1,0,0,0,0,0,0,1578.371,0
3143-ILDAL,0,56,1,0,1,1,5124.6,1,1,0,0,1,0,91.51072,1
2027-DNKIV,0,37,0,1,1,12,2203.1,0,0,0,1,0,0,714.519,0
7621-VPNET,0,42,1,0,1,1,3729.75,0,0,0,0,0,0,88.80357,1
5281-BUZGT,1,36,1,0,0,1,3186.7,1,0,0,0,1,0,88.51944,1
5201-USSQZ,0,26,0,0,1,1,2196.45,0,1,0,0,0,0,84.47884,1
6952-OMNWB,1,68,1,0,0,1,5589.3,0,0,0,0,0,0,82.19559,1
9531-NSBMR,0,36,0,2,0,12,679.8,0,0,0,0,0,0,226.6,0
3329-WDIOK,0,3,0,1,0,1,155.35,1,0,0,0,1,0,51.783337,0
7133-VBDCG,0,25,0,0,0,1,2015.35,1,0,0,0,0,0,80.614,1
2026-TGDHM,0,7,0,0,0,1,523.15,1,0,0,0,1,0,74.73572,1
4504-YOULA,0,35,1,1,0,1,2136.9,0,0,0,1,0,0,61.054283,0
0471-ARVMX,1,62,1,0,0,12,6312.9,0,0,0,0,1,0,1221.8516,1
0239-OXEXL,0,46,1,0,0,1,3847.6,0,0,0,0,0,0,83.64348,1
2452-KDRRH,1,67,1,0,0,1,6841.05,0,0,0,0,0,0,102.105225,1
7641-EUYET,1,46,1,0,0,1,4541.2,1,0,1,1,1,0,98.72174,1
6994-ORCWG,0,14,1,1,0,12,773.2,0,0,0,0,0,0,662.74286,0
0231-LXVAP,0,1,0,0,1,1,75.9,1,0,0,0,1,0,75.9,1
9389-ACWBI,0,5,0,0,0,1,320.4,0,0,0,1,0,0,64.08,0
0464-WJTKO,0,72,0,2,0,24,1460.85,0,0,0,1,0,0,486.95,0
5639-NTUPK,0,13,0,1,0,1,670.65,0,0,0,0,0,0,51.588463,0
2826-DXLQO,1,7,0,1,0,1,220.45,0,0,0,0,0,0,31.492857,0
8466-PZBLH,0,67,1,0,1,24,6885.75,0,1,0,1,0,0,2466.537,1
1587-FKLZB,1,66,1,0,0,1,6822.15,1,0,0,1,0,0,103.365906,1
0871-URUWO,0,13,1,0,0,1,1359.0,1,0,0,0,0,0,104.53846,1
0311-QYWSS,0,6,0,1,0,1,314.6,0,0,0,0,1,0,52.433334,0
6461-PPAXN,0,35,0,1,1,12,1916.0,0,0,0,1,0,0,656.9143,0
9970-QBCDA,0,6,0,2,0,1,129.55,0,0,0,0,0,0,21.591667,0
2717-HVIZY,0,8,0,2,0,1,163.6,0,0,0,0,0,0,20.45,0
3301-VKTGC,0,68,1,0,0,12,5696.6,0,0,0,1,0,0,1005.28235,1
6961-VCPMC,1,46,0,0,0,1,3605.2,1,0,0,0,1,0,78.37391,1
3620-EHIMZ,0,52,0,2,0,24,1031.7,0,0,0,1,0,0,476.1692,0
4671-VJLCL,0,63,1,1,1,24,4861.45,0,1,1,0,0,0,1851.9811,1
0637-YLETY,0,16,1,0,0,1,1555.65,1,0,0,0,0,0,97.22813,1
1374-DMZUI,1,4,1,0,0,1,424.45,1,0,0,0,1,0,106.1125,1
4578-PHJYZ,0,52,0,1,1,12,3482.85,0,1,0,1,1,0,803.7347,0
0704-VCUMB,0,61,0,2,0,24,1278.8,0,0,0,0,0,0,503.13446,0
0667-NSRGI,0,48,1,1,1,12,3435.6,0,1,0,0,0,0,858.9,0
1636-NTNCO,1,4,0,1,0,1,207.35,0,0,0,0,0,0,51.8375,0
1254-IZEYF,1,31,1,0,0,1,3186.65,1,0,0,0,1,0,102.79516,1
3896-ZVNET,0,24,1,2,0,24,571.75,0,0,0,1,0,0,571.75,0
1561-BWHIN,0,19,0,2,0,12,344.5,0,0,0,1,0,0,217.57895,0
8996-ZROXE,1,57,0,1,1,12,3035.8,0,0,0,0,1,0,639.11584,0
6629-CZTTH,0,1,0,1,0,1,55.7,1,0,0,0,0,0,55.7,0
9278-VZKCD,1,52,1,0,0,1,5647.95,0,0,1,0,1,0,108.614426,1
7321-VGNKU,0,2,0,0,0,1,120.25,0,0,0,0,1,0,60.125,1
7356-AYNJP,0,4,1,2,0,12,97.5,0,0,0,0,0,0,292.5,0
9084-OAYKL,0,58,0,2,0,24,1212.25,0,0,0,0,0,0,501.62067,0
4797-AXPXK,0,1,0,1,1,1,60.0,1,0,0,0,1,0,60.0,0
2979-SXESE,0,17,1,0,0,1,1607.2,1,0,0,1,0,0,94.541176,1
3873-NFTGI,0,14,1,1,0,1,767.55,0,0,0,0,0,0,54.825,0
9961-JBNMK,1,21,0,0,0,1,2030.3,1,0,0,0,0,0,96.680954,1
9621-OUPYD,0,25,0,2,0,12,507.9,0,0,0,0,0,0,243.79199,0
8409-WQJUX,0,25,0,1,1,12,1423.15,0,1,0,0,0,0,683.11206,0
2931-FSOHN,1,13,0,1,0,1,788.35,0,0,0,0,1,0,60.642307,0
4086-YQSNZ,1,3,0,0,0,1,224.05,1,0,0,0,1,0,74.683334,1
7711-YIJWC,0,61,0,1,1,12,5264.5,0,1,1,1,0,1,1035.6393,1
9675-ICXCT,0,72,0,1,1,24,5728.55,0,1,0,1,1,0,1909.5166,1
8849-PRIQJ,0,67,1,0,1,12,7281.6,0,1,0,1,1,0,1304.1671,1
3055-MJDSB,0,9,0,1,0,1,190.1,0,0,0,0,0,0,21.122223,0
6351-SCJKT,0,3,0,1,1,1,107.25,0,0,0,0,0,0,35.75,0
8387-UGUSU,0,15,0,2,0,1,284.3,0,0,0,1,0,0,18.953333,0
9402-CXWPL,0,70,1,0,0,12,6838.6,0,0,0,0,0,0,1172.3315,1
5697-GOMBF,1,28,0,1,0,1,973.65,0,0,0,1,1,0,34.773216,0
5702-KVQRD,0,71,0,1,1,24,5832.65,0,1,0,0,1,0,1971.6001,1
8547-NSBBO,0,35,1,0,1,1,3403.4,0,0,1,0,0,0,97.24,1
5173-WXOQV,0,2,0,1,1,1,143.65,0,1,0,0,0,0,71.825,0
3186-AJIEK,0,66,0,0,1,24,6844.5,0,1,0,0,0,0,2488.9092,1
2018-PZKMU,0,9,0,0,1,1,970.45,0,1,0,1,0,0,107.82778,1
7029-RPUAV,1,17,1,0,0,1,1622.45,1,0,0,0,0,0,95.43823,1
2001-MCUUW,0,46,1,0,1,24,4903.2,0,1,0,0,0,0,2558.1914,1
6418-HNFED,0,51,0,1,1,24,4089.45,0,1,1,0,0,0,1924.447,1
7270-BDIOA,0,22,1,0,1,1,1993.8,1,1,0,0,1,0,90.62727,1
2378-HTWFW,1,35,1,0,0,1,3180.5,0,0,0,0,0,0,90.87143,1
3400-ESFUW,0,55,0,1,1,24,3046.4,1,0,0,1,0,0,1329.3381,0
1389-WNUIB,0,20,1,1,0,12,1588.75,0,0,0,1,0,0,953.25,1
2725-TTRIQ,0,72,1,1,1,24,5986.55,0,1,0,1,0,0,1995.5166,1
4419-UJMUS,0,69,1,0,1,24,6856.45,0,1,0,1,1,0,2384.8523,1
2692-AQCPF,0,65,1,0,1,12,7118.9,0,1,0,0,0,0,1314.2584,1
5353-WILCI,0,28,0,1,0,1,1522.65,0,0,0,0,0,0,54.38036,0
0323-XWWTN,0,3,1,2,0,24,121.25,0,0,0,0,0,0,970.0,0
7517-LDMPS,0,12,0,0,0,1,1017.35,0,0,0,0,1,0,84.77917,1
4727-MCYZG,0,1,0,1,0,1,55.55,0,0,0,0,0,0,55.55,0
5127-BZENZ,0,56,1,1,0,12,3512.15,0,0,0,1,0,0,752.6035,0
6393-WRYZE,0,34,1,0,0,1,3207.55,1,0,0,0,1,0,94.33971,1
1122-YJBCS,0,69,0,1,0,12,3804.4,0,0,0,0,0,0,661.63477,0
6968-MHOMU,0,58,0,1,0,12,2689.35,0,0,0,0,0,0,556.4173,0
0080-OROZO,0,35,0,0,1,12,3532.0,0,1,0,0,1,0,1210.9714,1
5338-YHWYT,0,37,0,1,1,24,2302.35,0,0,0,0,0,0,1493.4163,0
5688-KZTSN,0,15,0,2,0,1,288.05,1,0,0,1,1,0,19.203333,0
7107-UBYKY,0,35,1,2,0,1,882.55,0,0,0,1,1,0,25.215714,0
4145-UQXUQ,1,8,0,0,0,1,729.95,1,0,0,0,1,0,91.24375,1
3847-BAERP,0,10,0,2,0,1,247.0,0,0,0,0,0,0,24.7,0
3363-EWLGO,0,5,0,2,0,1,109.6,0,0,0,0,0,0,21.92,0
5108-ADXWO,0,11,0,0,0,1,791.75,1,0,0,0,1,0,71.97727,1
3530-CRZSB,0,7,0,2,0,1,155.9,0,0,0,0,0,0,22.271427,0
4646-QZXTF,0,7,0,1,1,1,580.1,0,1,0,0,0,0,82.87142,1
4911-BANWH,0,31,1,0,0,1,2697.4,1,0,0,0,0,0,87.0129,1
6729-FZWSY,0,67,0,2,0,12,1195.95,0,0,0,0,0,0,214.19998,0
8720-RQSBJ,1,1,0,1,0,1,44.0,0,0,0,0,0,0,44.0,0
3077-RSNTJ,0,6,0,2,0,1,113.5,0,0,0,1,0,0,18.916666,0
2650-GYRYL,0,33,0,2,0,12,600.25,0,0,0,1,0,0,218.27274,0
4990-ALDGW,0,57,0,2,0,24,1118.8,0,0,0,0,0,0,471.0737,0
2971-SGAFL,0,13,1,1,0,1,995.35,0,0,0,0,1,0,76.565384,1
