customerID,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2661-GKBTK,0,0,0,60,No,DSL,No,Yes,No,Yes,Yes,Yes,24,0,0,76.95,4543.95,0.0
8404-VIOMB,0,1,1,66,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,62.5,4136.4,0.0
4908-XAXAY,1,1,1,49,No,Fiber optic,No,Yes,Yes,No,No,Yes,12,1,0,89.85,4287.2,0.0
8823-RLPWL,0,0,1,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,24,1,0,110.65,8065.65,0.0
4385-GZQXV,1,1,1,16,No,Fiber optic,No,No,No,Yes,Yes,Yes,1,1,1,94.45,1511.2,1.0
2523-EWWZL,0,0,1,27,No,Fiber optic,No,Yes,No,No,No,No,1,1,1,76.1,2093.4,0.0
1397-XKKWR,0,1,1,7,No phone service,DSL,Yes,No,Yes,No,No,No,12,0,0,35.3,264.8,0.0
6333-YDVLT,0,1,1,65,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,12,1,0,110.0,7138.65,0.0
1142-IHLOO,0,1,1,51,No,Fiber optic,No,No,No,No,Yes,Yes,12,0,0,87.55,4475.9,0.0
2380-DAMQP,0,0,1,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,24,0,1,115.15,8349.7,0.0
4910-AQFFX,0,0,0,9,Yes,Fiber optic,No,No,Yes,No,No,No,1,1,0,79.35,661.25,1.0
0178-SZBHO,0,0,0,47,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,0,1,87.2,4017.45,0.0
2428-HYUNX,1,0,1,44,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,19.35,847.25,0.0
8714-CTZJW,0,1,1,4,No,Fiber optic,No,No,Yes,No,No,Yes,1,1,0,82.85,319.6,0.0
3898-BSJYF,0,1,0,10,Yes,DSL,Yes,No,Yes,Yes,No,Yes,12,0,0,73.55,693.3,0.0
6394-MFYNG,0,1,1,48,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,0,107.4,5121.3,1.0
3323-CPBWR,0,1,1,23,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,1,1,0,96.9,2085.45,0.0
0813-TAXXS,0,1,1,55,Yes,DSL,No,No,Yes,No,Yes,Yes,24,1,0,77.8,4323.35,0.0
3308-MHOOC,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,19.2,19.2,0.0
4786-UKSNZ,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.2,20.2,1.0
6631-HMANX,0,0,1,72,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,24,1,0,85.45,6227.5,0.0
1439-LCGVL,0,0,1,26,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,19.2,459.6,0.0
7025-IWFHT,0,1,1,41,No,Fiber optic,No,Yes,No,Yes,Yes,No,12,1,1,89.55,3729.75,0.0
5022-KVDQT,0,1,1,27,Yes,Fiber optic,No,No,Yes,No,No,No,1,1,1,81.3,2272.8,0.0
8679-LZBMD,0,0,1,44,No,Fiber optic,No,No,No,No,Yes,Yes,12,1,0,90.65,3974.15,0.0
5215-LNLDJ,0,0,0,7,No phone service,DSL,No,No,No,No,No,No,1,1,1,24.7,149.05,0.0
7547-EKNFS,0,0,1,42,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1,1,0,95.25,3959.35,1.0
4143-HHPMK,0,1,1,52,No,Fiber optic,No,Yes,No,No,No,Yes,1,1,1,85.35,4338.6,1.0
9220-CXRSC,0,0,0,69,Yes,DSL,Yes,No,No,Yes,No,No,24,0,0,61.4,4059.85,0.0
5902-WBLSE,0,0,0,70,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,20.15,1411.2,0.0
0365-BZUWY,0,0,1,17,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,1,102.55,1742.5,0.0
1226-UDFZR,0,1,1,2,No,DSL,No,Yes,No,No,No,No,1,1,0,49.6,114.7,1.0
9498-FIMXL,0,1,1,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,1,0,19.2,161.95,0.0
7321-KKSDU,0,1,0,32,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,20.5,696.8,0.0
7219-TLZHO,0,0,0,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.85,62.9,0.0
8661-BOYNW,0,0,1,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,24,1,0,84.4,6096.45,0.0
3146-JTQHR,0,0,1,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,19.6,189.45,0.0
6177-PEVRA,0,1,1,48,No,DSL,Yes,Yes,No,No,No,No,24,0,0,55.5,2627.35,0.0
2848-YXSMW,0,0,0,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,19.4,1363.25,0.0
8148-WOCMK,0,0,0,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,19.6,125.0,0.0
7730-CLDSV,0,0,0,72,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,24,1,0,98.65,7129.45,0.0
8250-ZNGGW,1,1,1,5,No,DSL,Yes,Yes,No,Yes,No,No,1,0,0,59.9,287.85,0.0
3164-YAXFY,0,1,1,57,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,1,1,1,53.75,3196.0,0.0
3902-FOIGH,1,0,1,12,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,1,101.35,1218.55,1.0
3427-GGZZI,0,0,1,19,Yes,Fiber optic,No,Yes,No,No,No,Yes,1,1,1,89.1,1620.8,0.0
7321-VGNKU,0,0,1,2,No,Fiber optic,No,No,No,No,No,No,1,1,1,70.35,120.25,0.0
5605-XNWEN,1,0,1,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,25.0,1802.55,0.0
7094-MSZAO,0,0,0,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,20.05,218.5,0.0
9659-QEQSY,0,1,1,45,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,115.65,5125.5,0.0
1215-FIGMP,0,1,1,60,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,1,0,89.9,5450.7,0.0
6176-YJWAS,0,0,1,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,24,1,0,97.95,7114.25,0.0
0512-FLFDW,1,0,1,60,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,12,1,0,100.5,6029.0,0.0
0670-KDOMA,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,20.25,20.25,0.0
5193-QLVZB,0,1,1,63,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,24,1,0,104.75,6536.5,0.0
5908-QMGOE,1,1,1,15,Yes,Fiber optic,No,No,No,No,No,No,1,1,0,74.2,1133.9,1.0
0207-MDKNV,0,1,1,15,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1,0,1,105.1,1582.75,1.0
3594-BDSOA,0,0,1,24,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,20.4,482.8,0.0
2603-HVKCG,0,1,1,31,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,1,101.4,3143.65,0.0
1730-ZMAME,1,1,1,32,No,Fiber optic,No,No,No,No,No,Yes,1,1,1,79.5,2665.0,0.0
1763-KUAAW,1,1,1,18,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,20.35,369.6,0.0
3115-JPJDD,0,0,1,59,No,Fiber optic,Yes,No,Yes,No,No,No,12,1,0,81.25,4639.45,0.0
3920-HIHMQ,0,1,0,26,Yes,DSL,No,No,No,No,No,No,1,1,0,49.5,1265.65,0.0
1608-GMEWB,1,1,1,45,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,0,93.9,4200.25,0.0
2363-BJLSL,0,1,1,62,No,DSL,No,Yes,Yes,Yes,Yes,Yes,1,1,0,80.4,4981.15,0.0
0508-OOLTO,0,0,0,2,No,Fiber optic,No,No,No,No,No,No,1,1,1,71.65,135.75,0.0
6988-CJEYV,0,1,1,49,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1,0,1,98.7,4920.55,0.0
2208-NQBCT,0,0,0,26,No,Fiber optic,Yes,Yes,No,No,No,No,1,0,1,81.95,2070.05,0.0
9742-XOKTS,0,0,0,67,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,12,0,1,89.55,6038.55,0.0
1266-NZYUI,0,0,0,72,Yes,DSL,Yes,No,Yes,Yes,No,No,24,0,0,66.85,4758.8,0.0
1728-BQDMA,0,1,1,2,No,DSL,No,No,No,No,No,No,1,0,1,44.45,82.7,0.0
9251-AWQGT,0,0,0,48,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,20.0,935.9,0.0
7382-DFJTU,0,1,1,18,No,DSL,No,No,Yes,Yes,No,No,1,0,0,55.2,1058.1,0.0
9603-OAIHC,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,1,1,1,70.05,70.05,0.0
8063-GBATB,1,1,1,27,Yes,Fiber optic,No,No,No,No,No,Yes,1,1,1,85.25,2287.25,1.0
6549-NNDYT,0,1,1,13,No phone service,DSL,Yes,No,No,No,No,No,1,1,0,30.85,394.1,0.0
8380-MQINP,0,0,0,55,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,20.3,1079.05,0.0
5533-NHFRF,1,1,1,7,No phone service,DSL,No,Yes,No,Yes,No,Yes,1,1,1,44.4,265.8,0.0
7943-RQCHR,0,1,1,9,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,94.75,889.9,1.0
7901-IIDQV,0,1,1,24,Yes,DSL,No,No,No,Yes,No,No,12,0,0,54.6,1242.25,0.0
4378-BZYFP,0,1,1,17,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,1,0,20.5,365.8,0.0
8610-WFCJF,0,0,0,49,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,95.6,4783.5,1.0
1140-UKVZG,0,1,1,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,24.8,475.25,0.0
6982-SSHFK,0,1,1,1,No,DSL,No,No,No,No,No,No,1,0,0,44.4,44.4,1.0
2252-NKNSI,0,1,0,52,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,24,1,0,85.15,4461.85,0.0
4059-IIEBK,0,1,1,7,Yes,Fiber optic,No,Yes,No,No,No,No,1,1,0,78.55,522.95,0.0
7055-VKGDA,0,1,1,54,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,12,1,0,105.4,5643.4,1.0
8808-ELEHO,1,1,1,8,Yes,Fiber optic,No,No,Yes,No,No,No,1,1,1,81.25,585.95,1.0
1213-NGCUN,0,1,1,6,No,DSL,No,No,No,Yes,No,No,1,1,0,49.65,267.35,1.0
7137-RYLPP,1,0,1,37,Yes,Fiber optic,No,No,No,No,Yes,No,1,1,1,85.7,3171.15,1.0
4250-ZBWLV,0,1,1,68,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12,0,1,108.45,7176.55,1.0
9058-MJLZC,0,1,1,24,No,Fiber optic,Yes,No,No,No,Yes,Yes,1,1,1,94.6,2283.15,0.0
8327-LZKAS,1,0,1,43,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,12,1,1,107.55,4533.9,1.0
6711-FLDFB,0,1,1,7,Yes,Fiber optic,No,No,No,No,No,No,1,1,1,74.9,541.15,1.0
1428-GTBJJ,0,1,1,11,No,Fiber optic,No,Yes,No,No,No,No,1,1,1,74.55,824.75,1.0
0415-MOSGF,0,1,1,1,No,DSL,No,No,No,No,No,No,1,0,0,44.4,44.4,1.0
4484-CGXFK,0,1,1,3,No,DSL,No,No,No,No,No,Yes,1,1,1,55.3,196.15,1.0
1563-IWQEX,0,1,1,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,19.7,220.35,0.0
2138-VFAPZ,0,0,0,14,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,19.7,263.65,0.0
4274-DRSQT,0,1,1,66,Yes,Fiber optic,No,Yes,No,No,Yes,No,12,1,0,88.9,6000.1,0.0
6461-SZMCV,0,0,1,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,87.95,6365.35,0.0
7668-XCFYV,1,0,1,17,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,92.55,1614.7,0.0
4328-VUFWD,0,1,1,39,No,DSL,No,No,No,Yes,No,Yes,12,0,1,59.3,2209.15,0.0
4525-VZCZG,0,1,0,54,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,12,1,1,105.85,5826.65,0.0
2586-CWXVV,0,0,1,54,No phone service,DSL,No,Yes,No,No,No,No,1,0,1,30.4,1621.35,0.0
6221-AVQYL,0,1,1,2,Yes,Fiber optic,No,No,No,No,No,No,1,1,0,73.25,131.05,1.0
7629-WFGLW,1,0,1,56,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,12,0,1,95.65,5471.75,0.0
7426-RHZGU,0,1,1,9,No,Fiber optic,No,No,No,Yes,Yes,Yes,1,1,0,95.9,827.45,0.0
9691-HKOVS,0,0,1,55,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12,1,1,90.15,4916.95,0.0
9955-QOPOY,0,0,1,69,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,12,1,0,60.8,4263.4,0.0
4847-QNOKA,0,1,1,1,No,DSL,No,No,No,No,No,No,1,1,0,44.9,44.9,1.0
5295-PCJOO,0,1,0,4,No,DSL,Yes,No,No,No,No,No,1,1,1,49.4,184.4,1.0
6656-GULJQ,0,0,0,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,24,1,0,83.55,6093.3,0.0
2982-VPSGI,0,0,1,11,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,94.0,1078.9,1.0
1535-VTJOQ,0,1,1,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.15,553.0,0.0
4350-ZTLPI,0,0,1,53,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12,1,0,108.95,5718.2,0.0
4273-MBHYA,0,1,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,89.35,89.35,0.0
4826-XTSOH,1,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,No,1,1,1,86.05,86.05,1.0
4199-QHJNM,1,0,1,67,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,24,0,0,102.9,6989.7,0.0
0188-GWFLE,0,1,1,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.05,33.7,0.0
8276-MQBYC,1,1,1,51,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,1,97.8,4913.3,1.0
7255-SSFBC,0,0,0,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,24,1,0,112.25,8041.65,0.0
5117-ZSMHQ,0,0,0,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,89.9,6342.7,0.0
2824-MYYBN,0,0,0,37,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,95.25,3314.15,0.0
0137-OCGAB,0,1,1,1,Yes,Fiber optic,No,Yes,No,No,No,No,1,1,0,80.2,80.2,1.0
0067-DKWBL,1,1,1,2,No,DSL,Yes,No,No,No,No,No,1,1,1,49.25,91.1,1.0
6038-GCYEC,0,1,1,24,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,1,1,0,54.15,1240.25,1.0
0929-HYQEW,0,1,1,3,No,DSL,Yes,No,No,No,No,No,1,1,0,50.15,160.85,0.0
5151-HQRDG,0,0,1,37,Yes,DSL,Yes,No,No,No,No,No,1,1,0,55.05,2030.75,0.0
6296-DDOOR,0,1,1,19,No,DSL,No,Yes,No,No,Yes,No,12,0,1,58.2,1045.25,0.0
9053-EJUNL,0,1,1,41,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,1,1,89.2,3645.75,0.0
7508-SMHXL,1,1,1,15,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,0,0,89.0,1288.3,0.0
5275-PMFUT,0,0,0,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,64.8,4719.75,0.0
2348-KCJLT,0,0,1,44,No,DSL,Yes,Yes,Yes,No,No,No,12,1,0,61.5,2722.2,0.0
3423-HHXAO,0,0,0,14,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,1,0,19.5,272.0,0.0
1062-LHZOD,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,1,1,0,69.9,69.9,1.0
3640-JQGJG,0,0,0,13,No,DSL,No,No,No,No,No,No,1,0,0,44.8,559.2,0.0
3473-XIIIT,0,0,1,16,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,1,100.0,1534.75,1.0
1897-RCFUM,0,0,0,39,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,1,0,24.2,914.6,0.0
3701-SFMUH,0,0,0,7,No,DSL,Yes,No,No,No,Yes,Yes,1,0,0,69.7,516.15,0.0
7929-SKFGK,0,0,1,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,114.3,8244.3,0.0
8835-VSDSE,0,0,1,2,No,Fiber optic,No,No,No,No,No,No,1,1,1,70.7,141.45,1.0
8738-JOKAR,0,1,1,42,No,DSL,Yes,Yes,No,Yes,No,Yes,12,1,0,67.7,2882.25,0.0
9153-BTBVV,0,0,1,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.0,1753.0,0.0
9861-PDSZP,0,1,1,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,24,1,0,108.05,7806.6,0.0
5961-VUSRV,0,1,1,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,1,0,19.35,219.35,0.0
2697-NQBPF,0,1,1,34,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1,1,1,105.35,3540.65,0.0
3258-SANFR,1,1,1,6,No,DSL,No,No,No,No,No,No,1,0,0,44.7,276.5,0.0
2840-XANRC,1,0,1,24,No,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,1,93.15,2231.05,1.0
3071-VBYPO,0,0,0,3,No,Fiber optic,Yes,Yes,No,No,Yes,No,1,0,1,89.85,248.4,0.0
6904-JLBGY,1,1,1,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,117.35,8436.25,0.0
9470-XCCEM,0,0,0,35,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,1,0,89.65,3161.6,0.0
9840-EFJQB,0,1,1,1,No,Fiber optic,No,Yes,No,No,No,No,1,0,1,74.35,74.35,0.0
6906-MPARY,0,1,1,40,No,Fiber optic,No,Yes,No,Yes,No,Yes,12,1,0,89.6,3488.15,0.0
5743-KHMNA,0,1,1,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.55,1898.1,0.0
0107-WESLM,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,1,19.85,19.85,1.0
9874-QLCLH,0,0,0,17,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,1,1,104.2,1743.5,1.0
6968-GMKPR,0,1,1,55,No,Fiber optic,No,Yes,Yes,No,No,No,1,1,1,81.55,4509.5,0.0
0757-WCUUZ,0,0,0,54,Yes,DSL,No,No,Yes,No,No,Yes,24,0,0,63.35,3409.1,0.0
3642-GKTCT,0,1,1,61,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12,1,0,115.1,6993.65,0.0
4625-EWPTF,0,1,1,8,No phone service,DSL,Yes,No,No,No,No,No,1,1,1,30.45,226.45,1.0
1209-VFFOC,0,0,0,68,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,24,1,0,56.4,3948.45,0.0
4083-BFNYK,1,0,1,38,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,12,0,0,95.0,3591.25,0.0
2108-GLPQB,0,0,1,25,Yes,DSL,No,No,Yes,No,No,No,1,0,0,55.55,1405.3,0.0
8580-AECUZ,1,1,1,1,No,Fiber optic,No,No,No,No,Yes,No,1,1,1,79.1,79.1,1.0
2475-MROZF,0,1,1,30,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,1,1,0,95.0,2852.4,0.0
5299-SJCZT,0,1,1,3,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,0,101.55,298.35,1.0
3863-QSTYI,0,1,1,59,No,DSL,No,No,Yes,Yes,Yes,No,1,1,1,64.65,3735.45,0.0
5456-ITGIC,1,0,1,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,64.45,4641.1,0.0
0281-CNTZX,0,0,1,63,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,19.95,1234.8,0.0
2303-PJYHN,0,0,1,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,19.85,52.0,0.0
2065-MMKGR,0,1,1,29,Yes,DSL,No,No,No,No,Yes,Yes,12,1,0,71.0,2080.1,0.0
8861-HGGKB,0,1,1,10,Yes,Fiber optic,No,No,No,No,No,Yes,1,0,1,86.45,830.85,1.0
5730-RIITO,1,1,1,43,No phone service,DSL,Yes,Yes,No,No,No,No,1,1,0,33.45,1500.25,0.0
7785-RDVIG,0,0,0,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,19.3,54.7,0.0
3134-DSHVC,0,1,1,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,24,0,0,98.0,6218.45,0.0
8207-DMRVL,0,0,0,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,114.55,8306.05,0.0
3428-MMGUB,0,1,1,60,Yes,Fiber optic,No,No,Yes,No,Yes,No,24,1,1,89.55,5231.2,0.0
7821-DPRQE,0,0,1,68,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1,1,1,107.7,7320.9,0.0
7325-ENZFI,0,1,1,39,No phone service,DSL,Yes,Yes,No,Yes,No,No,12,1,0,40.3,1630.4,0.0
4521-YEEHE,0,0,1,18,Yes,Fiber optic,No,No,No,Yes,Yes,No,1,1,1,88.85,1594.75,0.0
6941-KXRRV,1,0,1,48,No,DSL,No,Yes,No,No,No,Yes,12,1,0,58.95,2789.7,0.0
5982-PSMKW,0,0,0,23,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,91.1,2198.3,0.0
6689-TCZHQ,1,1,1,5,No,Fiber optic,No,No,No,No,No,Yes,1,0,1,78.95,378.4,1.0
6616-AALSR,0,0,0,65,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,24,1,0,104.3,6725.3,0.0
5073-WXOYN,0,1,1,60,No phone service,DSL,No,Yes,No,No,Yes,Yes,1,1,1,50.8,3027.4,1.0
0623-GDISB,0,1,1,1,No,DSL,Yes,No,No,No,No,No,1,1,0,48.45,48.45,0.0
9776-OJUZI,1,1,1,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1,1,0,95.45,6223.3,0.0
0931-MHTEM,0,1,1,54,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,12,1,0,100.05,5299.65,0.0
5989-OMNJE,0,0,0,24,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,12,0,1,57.6,1367.75,0.0
4612-SSVHJ,1,1,1,20,No,Fiber optic,No,No,No,No,No,Yes,1,1,1,81.45,1671.6,0.0
5748-RNCJT,0,1,1,69,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,24,1,0,106.5,7348.8,1.0
9600-UDOPK,0,0,1,30,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,0,94.05,2866.45,1.0
1548-FEHVL,0,0,1,61,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,1,1,1,106.2,6375.2,0.0
9500-IWPXQ,0,0,0,61,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,12,1,1,79.4,4820.55,0.0
5095-AESKG,0,0,1,3,Yes,Fiber optic,No,Yes,No,No,No,Yes,1,1,0,91.5,242.95,1.0
5712-PTIWW,0,1,1,2,No,Fiber optic,No,No,Yes,Yes,No,No,1,1,1,79.85,152.45,1.0
3717-OFRTN,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,19.75,19.75,0.0
5474-LAMUQ,0,0,1,24,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,20.1,533.9,0.0
7136-RVDTZ,1,1,1,70,No phone service,DSL,No,No,No,No,Yes,Yes,12,1,1,45.25,3264.45,1.0
6322-PJJDJ,0,0,1,49,No,Fiber optic,No,Yes,No,No,Yes,Yes,24,1,1,94.8,4690.65,0.0
0786-IVLAW,1,1,1,66,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,12,0,0,108.1,7238.6,0.0
5940-AHUHD,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,1,0,0,70.6,70.6,1.0
3247-MHJKM,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.2,20.2,0.0
8138-EALND,0,1,1,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,19.75,311.6,0.0
7945-PRBVF,0,1,1,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,21.45,705.45,0.0
3211-AAPKX,0,1,1,20,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,1,1,0,98.55,2031.95,0.0
6215-NQCPY,0,1,1,15,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,1,1,1,99.7,1566.75,0.0
1763-WQFUK,0,1,1,3,No,DSL,No,No,No,Yes,No,No,1,1,0,50.5,147.75,0.0
5480-TBGPH,0,0,1,24,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,0,99.3,2431.35,1.0
6765-MBQNU,0,0,1,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,26.0,684.05,0.0
1251-KRREG,0,1,1,2,Yes,DSL,No,Yes,No,No,No,No,1,1,0,54.4,114.1,1.0
0396-YCHWO,0,0,1,36,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,95.4,3474.2,0.0
7596-LDUXP,0,1,1,12,No,Fiber optic,Yes,No,No,No,Yes,No,12,1,0,85.15,979.05,0.0
9708-KFDBY,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.55,20.55,0.0
8847-GEOOQ,0,0,1,60,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,1,1,0,60.2,3582.4,0.0
1335-HQMKX,0,0,1,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,12,1,1,101.35,7323.15,0.0
5394-MEITZ,0,0,0,60,No,DSL,No,Yes,Yes,Yes,Yes,Yes,24,1,0,80.6,4946.7,0.0
