customerID,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1371-WEPDS,1,1,0,40,No,DSL,No,No,No,No,0,12,0,1,55.8,2283.3,0.0
3398-ZOUAA,1,1,0,21,No,Fiber optic,No,No,No,No,0,1,1,1,69.1,1474.75,1.0
8818-XYFCQ,0,1,1,32,Yes,Fiber optic,Yes,No,No,No,0,1,1,0,99.55,3204.65,1.0
4909-JOUPP,1,1,0,72,Yes,Fiber optic,No,Yes,Yes,Yes,0,24,0,0,109.7,7898.45,0.0
4312-GVYNH,0,1,0,70,No phone service,DSL,Yes,No,Yes,Yes,0,24,1,0,49.85,3370.2,0.0
6161-UUUTA,1,0,0,3,No,Fiber optic,No,No,No,No,0,1,1,1,79.9,260.9,1.0
8348-JLBUG,1,1,0,64,No,Fiber optic,Yes,No,Yes,No,0,12,0,0,80.3,5017.7,0.0
4957-TREIR,0,0,0,3,No,DSL,Yes,No,No,Yes,0,1,1,0,64.4,195.65,0.0
6959-GQEGV,0,0,0,45,No,DSL,Yes,No,Yes,No,0,1,1,1,75.95,3273.8,0.0
0017-IUDMW,0,1,1,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,24,1,0,116.8,8456.75,0.0
6461-SZMCV,0,1,0,71,Yes,DSL,Yes,Yes,Yes,Yes,0,24,0,0,87.95,6365.35,0.0
8328-SKJNO,0,0,1,23,No phone service,DSL,Yes,Yes,No,Yes,0,12,0,0,40.65,947.4,0.0
6663-JOCQO,0,1,1,31,Yes,DSL,Yes,Yes,No,Yes,0,12,1,0,75.25,2344.5,0.0
1265-XTECC,1,1,0,68,Yes,Fiber optic,Yes,Yes,No,No,0,12,1,0,96.55,6581.9,1.0
3329-WDIOK,0,0,0,3,No phone service,DSL,No,Yes,No,No,0,1,1,1,50.6,155.35,1.0
2324-AALNO,0,0,0,48,Yes,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,24.55,1203.95,0.0
6591-QGOYB,0,0,0,17,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,1,1,0,106.65,1672.1,0.0
3197-ARFOY,1,0,0,19,No,Fiber optic,Yes,Yes,No,Yes,0,1,1,0,105.0,2007.25,0.0
8033-VCZGH,0,1,0,50,Yes,Fiber optic,Yes,No,Yes,No,0,12,1,1,103.95,5231.3,0.0
0224-RLWWD,1,0,0,2,No,DSL,No,No,No,No,0,1,1,1,44.3,89.3,0.0
7217-JYHOQ,0,1,1,24,No,DSL,Yes,Yes,No,Yes,0,1,1,0,70.3,1706.45,0.0
9360-AHGNL,1,1,0,43,Yes,Fiber optic,Yes,No,Yes,Yes,0,12,1,0,109.55,4830.25,1.0
2266-FUBDZ,0,1,1,15,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.35,278.85,0.0
0096-FCPUF,0,0,0,30,Yes,DSL,Yes,No,No,No,0,1,1,0,64.5,1888.45,0.0
9938-ZREHM,0,1,0,37,Yes,DSL,No,Yes,No,Yes,0,12,0,0,72.1,2658.4,0.0
1452-KIOVK,0,0,1,22,Yes,Fiber optic,No,Yes,No,No,0,1,1,0,89.1,1949.4,0.0
6424-ELEYH,0,1,0,3,Yes,Fiber optic,No,No,No,No,0,1,1,0,74.75,229.5,1.0
3446-QDSZF,0,0,0,4,No,DSL,No,No,No,No,0,1,0,0,55.5,227.35,0.0
5382-SOYZL,0,0,0,22,Yes,Fiber optic,No,No,No,No,0,1,1,1,95.1,2162.6,0.0
3090-LETTY,0,0,1,2,Yes,DSL,Yes,Yes,No,No,0,1,0,0,60.95,134.6,0.0
8519-QJGJD,0,0,0,14,No,Fiber optic,No,No,Yes,No,0,1,0,1,75.35,1025.95,1.0
3345-PBBFH,0,1,0,8,No,DSL,No,Yes,No,No,0,1,1,0,49.55,393.45,0.0
3752-CQSJI,0,1,1,13,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,20.45,254.5,0.0
4634-JLRJT,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,20.35,20.35,0.0
7209-JCUDS,0,0,0,10,No,Fiber optic,No,No,Yes,No,0,1,1,1,94.9,1048.85,1.0
5228-EXCET,0,0,0,13,No,Fiber optic,No,No,No,No,0,1,1,1,80.85,1008.7,1.0
8008-ESFLK,0,1,0,53,No,Fiber optic,Yes,Yes,Yes,Yes,0,12,0,1,110.5,5835.5,0.0
7851-FLGGQ,0,0,0,1,No phone service,DSL,No,Yes,No,Yes,0,1,1,0,44.65,44.65,1.0
9714-EDSUC,0,0,0,4,No,Fiber optic,Yes,Yes,No,Yes,0,1,1,0,94.9,360.55,0.0
3472-OAOOR,0,1,1,19,No phone service,DSL,Yes,Yes,No,No,0,1,1,0,34.95,610.2,0.0
3803-KMQFW,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,20.55,20.55,1.0
4878-BUNFV,0,1,1,42,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.7,828.85,0.0
6231-WFGFH,0,1,1,4,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,20.5,77.6,0.0
2856-NNASM,1,0,0,43,No,Fiber optic,No,No,No,No,0,1,1,0,89.55,3856.75,1.0
8185-UPYBR,0,1,0,6,Yes,Fiber optic,No,No,No,No,0,1,1,1,75.5,438.0,1.0
3859-CVCET,0,0,0,4,No,DSL,No,No,No,No,0,1,0,0,45.65,191.05,1.0
6331-LWDTQ,0,0,0,10,Yes,DSL,No,No,No,No,0,1,1,0,72.15,794.25,1.0
0137-OCGAB,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,0,1,1,0,80.2,80.2,1.0
9253-QXKBE,1,1,0,29,Yes,Fiber optic,No,No,No,No,0,1,1,1,94.45,2653.65,1.0
9606-PBKBQ,1,1,0,32,Yes,Fiber optic,No,No,No,No,0,1,1,1,85.0,2642.05,1.0
6295-OSINB,0,1,0,72,Yes,Fiber optic,Yes,Yes,Yes,No,0,24,1,1,109.65,7880.25,0.0
8838-GPHZP,0,0,0,63,No,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,20.6,1298.7,0.0
3027-YNWZU,0,1,0,64,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,25.0,1584.8,0.0
2235-DWLJU,1,0,0,6,No phone service,DSL,No,No,No,No,0,1,1,1,44.4,263.05,0.0
4201-JMNGR,1,0,0,1,No,DSL,Yes,No,Yes,No,0,1,1,1,55.8,55.8,1.0
6674-KVJHG,0,0,0,11,Yes,No,No internet service,No internet service,No internet service,No internet service,1,12,0,1,25.2,245.15,0.0
5989-OMNJE,0,1,1,24,No phone service,DSL,Yes,Yes,Yes,No,0,12,0,1,57.6,1367.75,0.0
8331-ZXFOE,0,0,0,58,Yes,DSL,Yes,Yes,Yes,Yes,0,12,1,0,71.1,4299.2,0.0
5678-VFNEQ,0,1,0,71,Yes,Fiber optic,Yes,No,Yes,No,0,12,1,0,104.1,7412.25,0.0
1740-CSDJP,0,0,0,1,No phone service,DSL,No,No,No,No,0,1,1,0,35.25,35.25,1.0
6202-DYYFX,0,0,0,22,Yes,Fiber optic,No,No,No,No,0,12,1,0,76.0,1783.6,0.0
9381-NDKME,1,1,0,24,No phone service,DSL,No,No,Yes,No,0,1,1,0,40.65,933.3,1.0
2024-BASKD,0,0,0,1,No,Fiber optic,No,No,Yes,No,0,1,1,0,74.6,74.6,1.0
7196-LIWRH,0,0,0,6,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.55,124.45,0.0
9101-NTIXF,0,0,0,2,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,19.4,50.6,0.0
6551-ZCOTS,1,0,0,33,Yes,No,No internet service,No internet service,No internet service,No internet service,1,12,1,0,24.9,847.8,0.0
4011-ARPHK,0,0,0,27,No,DSL,Yes,No,No,No,0,1,0,0,50.35,1411.35,0.0
4086-WITJG,0,1,1,71,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.7,1301.1,0.0
0854-UYHZD,0,1,1,13,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.55,265.3,0.0
9058-HRZSV,1,1,0,65,No,Fiber optic,Yes,Yes,Yes,No,0,1,0,1,94.4,6126.15,0.0
6837-BJYDQ,0,0,0,3,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,19.6,61.35,0.0
0329-GTIAJ,0,0,0,3,No,Fiber optic,No,Yes,No,Yes,0,1,1,1,97.9,315.3,1.0
9330-DHBFL,0,1,1,23,No,DSL,Yes,Yes,Yes,Yes,0,12,1,0,66.25,1533.8,0.0
8199-ZLLSA,0,0,0,67,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,12,1,0,118.35,7804.15,1.0
4163-NCJAK,0,1,0,46,Yes,No,No internet service,No internet service,No internet service,No internet service,1,12,1,0,24.45,1066.15,0.0
2604-XVDAM,0,0,0,12,No,DSL,No,No,No,No,0,1,0,0,43.8,540.95,0.0
1455-UGQVH,0,1,0,10,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,98.5,1037.75,1.0
5176-LMJXE,0,0,0,47,No,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,20.55,945.7,0.0
1934-MKPXS,0,1,1,33,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,20.1,620.55,0.0
9639-BUJXT,0,0,0,63,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,20.5,1328.15,0.0
0679-IDSTG,1,1,1,1,No,Fiber optic,No,No,No,No,0,1,1,1,69.25,69.25,1.0
1845-ZLLIG,0,0,0,1,No,DSL,No,Yes,No,No,0,1,1,0,50.15,50.15,0.0
5640-CAXOA,0,0,0,30,No phone service,DSL,No,No,No,Yes,0,12,1,0,40.35,1187.05,0.0
7537-RBWEA,0,0,0,1,No phone service,DSL,No,No,No,No,0,1,1,0,25.15,25.15,0.0
6806-YDEUL,1,0,0,6,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,19.5,106.8,0.0
1492-KGETH,0,1,1,70,Yes,DSL,Yes,Yes,Yes,Yes,0,12,0,0,78.35,5445.95,0.0
3407-QGWLG,0,0,1,3,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,20.05,75.45,0.0
8619-IJNDK,0,1,1,71,No,DSL,Yes,Yes,Yes,Yes,0,24,0,0,64.05,4492.9,0.0
2227-JRSJX,0,0,0,21,No,Fiber optic,No,Yes,No,Yes,0,1,1,0,99.15,1956.4,0.0
4304-TSPVK,0,1,0,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,24,0,0,114.9,7843.55,0.0
8481-YYXWG,0,0,0,5,No,Fiber optic,No,Yes,No,Yes,0,1,1,1,89.35,461.7,1.0
9282-IZGQK,0,0,0,1,Yes,Fiber optic,No,No,No,No,0,1,1,1,85.0,85.0,1.0
1170-SASML,0,1,0,69,Yes,Fiber optic,No,Yes,Yes,No,0,1,1,0,85.4,5869.4,0.0
6723-CEGQI,0,0,1,65,No phone service,DSL,No,Yes,No,Yes,0,24,0,0,45.25,2933.95,0.0
9084-OAYKL,0,0,0,58,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.8,1212.25,0.0
1468-DEFNC,1,1,1,64,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,24.4,1548.65,0.0
7994-UYIVZ,0,1,0,8,Yes,Fiber optic,No,No,No,No,0,1,1,0,85.65,659.45,0.0
8849-GYOKR,0,1,0,54,Yes,Fiber optic,Yes,Yes,No,No,0,12,0,0,106.55,5763.3,1.0
5451-YHYPW,1,1,0,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,24,1,0,115.75,8443.7,0.0
8166-ZZTFS,1,1,0,66,Yes,DSL,No,Yes,Yes,No,0,24,1,0,80.55,5265.1,1.0
5226-NOZFC,0,0,0,26,No,Fiber optic,No,Yes,No,No,0,1,1,1,85.75,2146.5,0.0
7113-HIPFI,0,1,1,66,No,DSL,Yes,Yes,Yes,Yes,0,24,0,0,65.85,4097.05,0.0
3324-OIRTO,0,1,1,71,No,Fiber optic,Yes,Yes,Yes,No,0,12,1,0,104.65,7288.4,0.0
1732-VHUBQ,1,1,1,47,No,Fiber optic,No,No,No,No,0,1,0,0,70.55,3309.25,1.0
6286-SUUWT,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,19.95,19.95,0.0
7359-PTSXY,0,0,0,1,No,DSL,No,No,No,No,0,1,0,1,45.75,45.75,1.0
0440-UEDAI,0,0,0,53,No,Fiber optic,No,Yes,Yes,Yes,0,12,1,0,94.45,5042.75,0.0
4514-GFCFI,1,0,0,16,Yes,Fiber optic,No,No,No,No,0,1,1,1,84.75,1350.15,1.0
9588-OZDMQ,0,1,0,2,No,DSL,No,No,No,No,0,1,1,1,45.0,89.75,0.0
4329-YPDDQ,0,0,0,20,No,Fiber optic,Yes,Yes,Yes,Yes,0,1,1,0,108.2,2203.7,0.0
0295-PPHDO,0,0,0,1,Yes,Fiber optic,No,No,No,No,0,1,1,1,95.45,95.45,1.0
2308-STERM,0,0,0,2,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,19.4,61.05,0.0
2225-ZRGSG,0,1,1,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,24,0,0,93.9,6579.05,1.0
9862-KJTYK,0,0,1,19,No phone service,DSL,No,No,No,No,0,1,1,0,25.35,566.1,0.0
6458-CYIDZ,1,0,0,5,No,Fiber optic,Yes,Yes,No,No,0,1,0,1,80.7,374.8,0.0
5448-VWNAM,0,0,1,19,Yes,DSL,Yes,Yes,No,Yes,0,1,1,0,75.9,1375.6,0.0
7396-VJUZB,0,1,1,4,No,DSL,No,No,No,No,0,1,0,0,45.25,155.35,0.0
4958-XCBDQ,1,0,0,35,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,101.4,3496.3,1.0
2599-CZABP,0,1,0,14,No,DSL,No,No,No,No,0,12,0,1,44.6,641.25,0.0
4821-WQOYN,0,1,1,72,No,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,20.1,1326.25,0.0
0701-RFGFI,0,1,1,49,Yes,Fiber optic,No,No,No,No,0,1,1,0,95.4,4613.95,0.0
0410-IPFTY,0,1,0,31,No,Fiber optic,No,Yes,No,No,0,1,1,0,83.85,2674.15,0.0
5334-JLAXU,0,1,0,60,Yes,Fiber optic,Yes,Yes,No,No,0,1,1,0,94.1,5475.9,0.0
5046-NUHWD,1,1,0,29,No phone service,DSL,Yes,No,Yes,No,0,1,1,1,45.0,1228.65,0.0
0195-IESCP,0,1,0,10,Yes,Fiber optic,No,No,No,No,0,1,1,1,85.25,855.3,1.0
0434-CSFON,0,1,0,47,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,100.5,4707.1,0.0
3853-LYGAM,0,0,0,17,Yes,Fiber optic,No,No,Yes,Yes,0,1,1,0,95.65,1640.0,0.0
7181-OQCUT,0,0,0,21,Yes,Fiber optic,Yes,No,Yes,No,0,1,0,0,103.85,2215.0,0.0
6702-OHFWR,1,0,0,1,No phone service,DSL,No,Yes,Yes,No,0,1,1,1,43.3,43.3,1.0
8535-SFUTN,0,0,0,61,Yes,Fiber optic,Yes,No,Yes,No,0,1,1,1,106.45,6300.15,0.0
0327-WFZSY,0,1,1,39,Yes,Fiber optic,No,No,Yes,No,0,12,0,1,100.0,3835.55,0.0
5846-ABOBJ,0,1,0,71,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,24.45,1730.65,0.0
4475-NVTLU,0,1,1,45,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,1,19.2,903.7,0.0
4592-IWTJI,0,1,1,3,No phone service,DSL,Yes,No,No,No,0,1,0,0,29.7,91.7,1.0
3932-CMDTD,0,0,0,4,No,Fiber optic,No,Yes,Yes,Yes,0,12,1,1,105.65,443.9,1.0
1846-XWOQN,1,0,0,1,No,Fiber optic,No,No,No,No,0,1,1,1,70.15,70.15,1.0
9469-WEJBT,0,1,0,37,No,Fiber optic,No,No,Yes,Yes,0,1,1,1,90.35,3419.3,0.0
8999-BOHSE,1,0,0,11,No,Fiber optic,No,No,No,No,0,1,0,0,89.7,1047.7,1.0
1228-FZFRV,0,1,1,50,Yes,Fiber optic,Yes,No,Yes,No,0,1,0,0,105.95,5341.8,1.0
1402-PTHGN,0,1,1,18,No,DSL,Yes,Yes,No,Yes,0,12,1,0,61.5,1087.45,0.0
9058-MJLZC,0,0,0,24,No,Fiber optic,Yes,No,No,No,0,1,1,1,94.6,2283.15,0.0
7180-PISOG,0,1,1,1,Yes,Fiber optic,No,No,No,No,0,1,1,1,74.5,74.5,1.0
4396-KLSEH,0,0,0,4,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,1,19.85,63.0,0.0
3078-ZKNTS,0,1,1,13,No,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,19.75,246.7,0.0
3451-VAWLI,0,1,1,35,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.7,730.4,0.0
2359-KMGLI,0,0,0,24,Yes,Fiber optic,No,Yes,No,No,0,1,1,1,80.25,1861.5,1.0
6786-OBWQR,0,1,1,5,No,Fiber optic,No,No,No,No,0,1,1,1,80.85,356.1,0.0
6465-GSRCL,0,0,1,67,Yes,Fiber optic,No,Yes,No,Yes,0,12,1,0,106.6,7244.7,0.0
0406-BPDVR,1,1,0,54,Yes,Fiber optic,No,Yes,No,No,0,12,1,0,101.5,5373.1,1.0
6008-NAIXK,1,0,0,54,No phone service,DSL,No,Yes,Yes,No,0,12,1,1,55.45,2966.95,0.0
5110-CHOPY,0,0,0,60,No phone service,DSL,Yes,No,Yes,No,0,24,0,1,53.6,3237.05,0.0
9067-SQTNS,0,1,1,44,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,20.6,926.0,0.0
8050-DVOJX,1,0,0,49,Yes,DSL,Yes,Yes,Yes,Yes,0,24,0,0,81.35,4060.9,0.0
2023-VQFDL,0,0,0,18,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,1,19.0,348.8,0.0
3585-ISXZP,0,0,0,8,Yes,Fiber optic,No,No,No,No,0,1,0,0,95.65,778.1,1.0
5524-KHNJP,0,1,1,33,No,DSL,Yes,No,Yes,No,0,12,0,0,74.75,2453.3,0.0
1935-IMVBB,0,1,0,56,No,Fiber optic,No,No,No,No,0,1,0,0,89.7,4952.95,0.0
4298-OYIFC,0,1,0,15,Yes,Fiber optic,No,No,Yes,Yes,0,1,1,1,103.45,1539.8,0.0
4670-TABXH,0,1,0,72,Yes,Fiber optic,No,Yes,Yes,Yes,0,24,1,0,109.75,7758.9,0.0
0402-CQAJN,0,0,0,37,Yes,Fiber optic,No,Yes,Yes,No,0,1,1,0,101.9,3545.35,1.0
9505-SQFSW,0,1,1,3,No phone service,DSL,No,Yes,No,No,0,1,0,0,40.3,92.5,0.0
2801-NISEI,0,0,0,24,No,DSL,Yes,No,No,Yes,0,1,0,1,54.95,1348.5,0.0
4729-XKASR,0,0,1,1,No phone service,DSL,No,No,No,No,0,1,0,1,24.75,24.75,1.0
7923-IYJWY,1,0,0,67,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,24,1,0,116.1,7839.85,0.0
8329-UTMVM,1,0,0,27,Yes,Fiber optic,No,Yes,No,Yes,0,12,1,0,104.65,2964.0,0.0
0016-QLJIS,0,1,1,65,Yes,DSL,Yes,Yes,Yes,Yes,0,24,1,0,90.45,5957.9,0.0
9026-RNUJS,1,0,0,5,No,DSL,No,No,Yes,No,0,1,0,1,50.35,237.25,1.0
2900-PHPLN,1,1,0,70,No,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,19.55,1462.05,0.0
4946-EDSEW,0,1,1,11,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,19.25,180.3,1.0
9225-BZLNZ,0,1,0,72,Yes,DSL,Yes,Yes,Yes,No,0,24,1,1,85.25,6083.1,0.0
2004-OCQXK,0,0,0,1,No,Fiber optic,No,No,No,No,0,1,1,1,81.95,81.95,1.0
5639-NTUPK,0,0,1,13,No,DSL,Yes,No,No,No,0,1,1,0,52.1,670.65,0.0
2720-WGKHP,1,0,0,2,Yes,Fiber optic,No,No,No,No,0,1,1,1,94.0,181.7,1.0
7908-QCBCA,0,1,0,1,No,Fiber optic,No,No,No,No,0,1,1,0,69.4,69.4,1.0
7064-JHXCE,0,1,1,62,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.05,1263.9,0.0
2957-LOLHO,0,0,0,12,No,DSL,No,No,No,No,0,1,1,0,45.4,518.9,1.0
1122-YJBCS,0,1,0,69,No,DSL,Yes,Yes,No,No,0,12,1,0,53.65,3804.4,0.0
4598-ZADCK,0,0,0,53,No phone service,DSL,Yes,Yes,Yes,Yes,0,12,1,1,53.6,2879.2,0.0
2933-XEUJM,0,0,0,46,Yes,DSL,Yes,No,Yes,No,0,24,0,0,79.2,3593.8,0.0
5510-BOIUJ,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,19.25,19.25,1.0
1475-VWVDO,0,0,0,7,No,Fiber optic,No,No,Yes,No,0,1,1,1,74.9,490.55,0.0
9135-HSWOC,0,1,1,64,No,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,19.7,1274.05,0.0
1820-TQVEV,0,0,0,1,No,Fiber optic,No,No,No,No,0,1,1,1,69.55,69.55,1.0
3957-LXOLK,1,0,0,28,Yes,Fiber optic,No,Yes,Yes,No,0,1,1,1,106.15,3152.5,1.0
5133-VRSAB,0,0,0,8,No phone service,DSL,Yes,No,No,No,0,1,0,0,29.35,216.45,0.0
6603-YRDCJ,0,1,0,33,No,DSL,Yes,Yes,No,Yes,0,24,1,0,61.05,2018.4,0.0
7312-XSBAT,0,0,0,1,No,DSL,Yes,No,No,No,0,1,0,1,49.75,49.75,0.0
8267-KFGYD,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,21.05,21.05,0.0
6986-IJDHX,0,1,1,39,No,Fiber optic,No,Yes,No,No,0,1,1,0,86.3,3266.0,1.0
4183-MYFRB,0,0,0,21,No,Fiber optic,No,Yes,Yes,No,0,1,1,1,90.05,1862.9,0.0
4973-RLZVI,0,0,0,30,No,DSL,Yes,Yes,Yes,Yes,0,12,0,0,74.65,2308.6,0.0
2581-VKIRT,0,1,1,59,Yes,DSL,Yes,Yes,No,Yes,0,12,0,0,65.5,3801.3,0.0
7816-VGHTO,0,1,1,6,No phone service,DSL,No,Yes,Yes,Yes,0,24,0,0,40.55,217.5,0.0
7328-OWMOM,0,0,1,31,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,20.1,589.25,0.0
4749-VFKVB,0,0,0,1,Yes,DSL,No,No,No,No,0,1,1,0,50.1,50.1,1.0
0536-ESJEP,0,1,0,54,No,DSL,Yes,Yes,No,No,0,24,1,0,74.55,4191.45,0.0
0463-ZSDNT,0,0,0,10,No,DSL,No,No,No,No,0,1,1,0,56.75,503.25,0.0
9298-WGMRW,0,1,0,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,24,1,0,115.5,8312.75,0.0
6341-JVQGF,0,1,1,31,No,DSL,Yes,No,Yes,Yes,0,12,1,0,81.15,2545.75,0.0
9184-GALIL,0,1,1,38,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,20.45,781.25,0.0
5666-CYCYZ,0,0,0,24,Yes,Fiber optic,No,No,No,Yes,0,1,1,1,89.55,2259.35,0.0
7242-QZLXF,0,0,1,1,No phone service,DSL,No,No,No,No,0,1,1,1,25.3,25.3,1.0
9480-BQJEI,0,0,0,62,Yes,Fiber optic,Yes,Yes,No,No,0,12,1,0,92.3,5731.45,0.0
9700-ZCLOT,0,0,0,2,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,20.0,32.7,0.0
5650-VDUDS,0,0,0,4,No phone service,DSL,No,No,No,No,0,1,1,0,24.25,96.05,1.0
7831-QGOXH,0,0,0,18,Yes,Fiber optic,No,No,No,No,0,1,1,1,85.2,1553.9,1.0
8008-OTEZX,0,1,1,35,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,19.65,708.8,0.0
8445-DNBAE,0,0,1,1,Yes,DSL,No,No,No,No,0,1,1,1,50.05,50.05,0.0
2908-ZTPNF,0,0,0,36,No phone service,DSL,No,Yes,No,Yes,0,1,1,0,34.85,1267.2,0.0
8064-RAVOH,0,0,1,1,No,DSL,No,No,Yes,No,0,1,1,1,49.85,49.85,0.0
9261-WDCAF,0,0,0,3,No,DSL,No,No,No,No,0,1,0,0,54.65,189.1,0.0
1399-OUPJN,0,1,1,57,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.75,1272.05,0.0
7601-DHFWZ,0,0,0,48,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,24.0,1183.05,0.0
3454-JFUBC,1,0,0,68,No,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,20.0,1396.0,0.0
0962-CQPWQ,0,1,1,62,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.3,1296.15,0.0
5655-JSMZM,1,0,0,49,Yes,Fiber optic,No,No,No,No,0,1,1,1,96.2,4718.25,1.0
9777-WJJPR,0,1,0,31,Yes,Fiber optic,No,No,Yes,No,0,1,0,0,88.65,2683.2,0.0
5480-HPRRX,1,0,0,3,No phone service,DSL,No,No,No,No,0,1,0,1,25.3,77.75,1.0
2087-QAREY,0,1,0,22,No,DSL,No,Yes,Yes,No,0,1,1,0,54.7,1178.75,0.0
0817-HSUSE,0,0,0,1,No,DSL,No,No,Yes,Yes,0,1,1,1,75.5,75.5,0.0
8198-RKSZG,0,1,1,14,Yes,DSL,No,Yes,No,Yes,0,1,0,0,80.45,1137.05,0.0
4566-QVRRW,0,1,0,11,No,DSL,No,No,No,No,0,1,1,1,44.05,483.7,1.0
7560-QJAVJ,0,0,0,70,No,DSL,Yes,No,Yes,Yes,0,24,0,0,79.6,5589.45,0.0
4432-ADRLB,0,0,0,2,No,DSL,No,No,No,No,0,1,0,0,44.65,74.9,1.0
8436-BJUMM,0,1,1,26,Yes,Fiber optic,No,No,No,No,0,1,1,1,83.75,2070.6,1.0
4116-IQRFR,0,1,1,4,Yes,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,24.1,73.1,0.0
1895-QTKDO,0,0,0,1,No,DSL,No,No,No,No,0,1,0,0,43.95,43.95,0.0
2821-WARNZ,0,0,1,49,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,19.45,921.3,0.0
1139-WUOAH,0,0,0,57,No phone service,DSL,No,No,Yes,Yes,0,24,0,0,53.35,3090.05,0.0
1047-NNCBF,0,0,0,20,No,Fiber optic,No,No,No,No,0,1,0,0,70.55,1493.55,0.0
3129-AAQOU,0,1,1,19,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,25.6,485.9,0.0
3669-OYSJI,0,0,0,1,No,DSL,No,No,No,No,0,1,0,0,46.2,46.2,1.0
6563-VRERX,0,1,1,33,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,20.6,690.25,0.0
0233-FTHAV,0,0,0,60,Yes,Fiber optic,No,No,Yes,No,0,12,1,0,79.2,4765.0,0.0
3733-LSYCE,0,1,0,15,No,Fiber optic,No,Yes,No,No,0,1,0,0,75.35,1114.55,0.0
7267-FRMJW,0,1,1,25,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.1,486.05,0.0
8039-EQPIM,0,1,0,69,No phone service,DSL,Yes,No,Yes,Yes,0,24,0,0,60.25,4055.5,0.0
